item_id,qtype,tier_v1,tier_v2,tier_changed,tier_direction,old_teacher_agree,new_teacher_agree,raw_teacher_consensus,norm_teacher_consensus,raw_independent_answer,norm_independent_answer,indep_source,indep_vs_teacher,gold_conflict_flag,gold_best_answer_norm,gold_best_answer_raw,gold_source,n_ans_slots,wolfram_answer,wolfram_confidence,search_answer,search_gold,question_preview
117,MCQ,T1,T1,False,unchanged,3,3,B,B,B,B,wolfram_HIGH,agree,False,B,B,teacher_3of3,0,B,HIGH,,False,Consider the set $V$ containing all integers $e$ between 1 and 2021 (inclusive) 
118,free_single,T2,T1,True,promoted,2,3,\frac{18}{5},\frac{18}{5},\frac{18}{5},\frac{18}{5},wolfram_HIGH,agree,False,\frac{18}{5},\frac{18}{5},wolfram_HIGH,1,\frac{18}{5},HIGH,,False,You can paint a certain room in 9 hours. Your brother can do it in 6 hours. How 
119,free_multi,T1,T2,True,demoted,3,3,"A,C,B,D","A,C,B,D",,,,,False,"A,C,B,D","A,C,B,D",teacher_3of3,4,,,,False,Match the set of points as indicated by the ordered pair with the correct quadra
120,free_single,T1,T1,False,unchanged,3,3,8,8,8,8,wolfram_HIGH,agree,False,8,8,wolfram_HIGH,0,8,HIGH,,False,"Let $n$ be a positive integer and $p$ be a prime. In terms of $n$ and $p$, let $"
121,free_single,T1,T2,True,demoted,3,3,35,35,,,,,False,35,35,teacher_3of3,1,,,,False,"Fabrienne is working to pass a local measure, and she needs to collect a total o"
122,free_multi,T1,T2,True,demoted,3,3,"1174.8,55","1174.8,55",,,,,False,"1174.8,55","1174.8,55",teacher_3of3,2,,,,False,"On average, a restaurant uses ${35.6\ {\rm lb}}$ of vegetable oil per day. Fill "
123,MCQ,T2,T2,False,unchanged,3,3,G,G,,,,,False,G,G,teacher_3of3,0,,,,False,The primitive function of $(2xcos y-{{y}^{2}}sin x)dx+(2ycos x-{{x}^{2}}sin y)dy
124,MCQ,T2,T2,False,unchanged,2,2,H,H,H,H,wolfram_HIGH,agree,False,H,H,teacher_2of3,0,H,HIGH,,False,"Consider the set $\{1,2,\dots,z\}$ and all its nonempty subsets, which we'll den"
125,MCQ,T1,T1,False,unchanged,3,3,G,G,G,G,wolfram_HIGH,agree,False,G,G,teacher_3of3,0,G,HIGH,,False,Determine the smallest positive integer $l$ such that for any polynomial $x(x)$ 
126,free_single,T1,T2,True,demoted,3,3,138000,138000,,,,,False,138000,138000,teacher_3of3,1,,,,False,"According to a survey, $6.6\%$ of a city’s residents are native Americans. The l"
127,free_single,T4,T4,False,unchanged,2,2,10.7,10.7,5*ln(17/2),5*ln(17/2),search_GOLD,disagree,True,,,conflict,1,,,5*ln(17/2),True,The velocity (in ft/s) of a sky diver $t$ seconds after jumping is given by v(t)
128,free_single,T1,T2,True,demoted,3,3,\frac{y-3}{y+3},\frac{y-3}{y+3},,,,,False,\frac{y-3}{y+3},\frac{y-3}{y+3},teacher_3of3,1,,,,False,$(y^2-9)$ Perform the indicated operation. Note that the denominators are the sa
129,free_multi,T3,T4,True,demoted,1,1,,,,,,,False,,,none,4,,,,False,Write each equation in polar coordinates. Express as a function of $\small{t}$. 
130,free_single,T1,T2,True,demoted,3,3,r^{42},r^{42},,,,,False,r^{42},r^{42},teacher_3of3,1,,,,False,Use the properties of exponents to simplify the following ${r^{16}}\cdot{r^{13}}
131,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,1,,,,False,"Physicians at a clinic gave what they thought were drugs to $950$ asthma, ulcer,"
132,free_single,T3,T3,False,unchanged,2,2,10.8,10.8,,,,,False,10.8,10.8,teacher_2of3,1,,,,False,It’s given that $1 \text{mile}=5280 \text{feet}$ and $1 \text{yard}=3 \text{feet
133,free_multi,T4,T2,True,promoted,1,3,"-\frac{\sqrt{3}}{2},\,\frac{1}{2},\,-\sqrt{3},\,2","-\frac{\sqrt{3}}{2},\frac{1}{2},-\sqrt{3},2",,,,,False,"-\frac{\sqrt{3}}{2},\frac{1}{2},-\sqrt{3},2","-\frac{\sqrt{3}}{2},\,\frac{1}{2},\,-\sqrt{3},\,2",teacher_3of3,4,,,,False,"If $\theta=\frac {5 \pi} {3}$, then $\sin (\theta)$ equals [ANS] $\cos (\theta)$"
134,free_multi,T2,T4,True,demoted,2,2,"1,5,12,20,26,30,31,27.625","1,5,12,20,26,30,31,27.625","1, 5, 12, 20, 26, 30, 31, 27.63","1,5,12,20,26,30,31,27.63",wolfram_HIGH,disagree,True,,,conflict,8,"1, 5, 12, 20, 26, 30, 31, 27.63",HIGH,,False,"Given the following table, compute the median of the grouped data. $\begin{array"
135,free_single,T1,T1,False,unchanged,3,3,\frac{3}{5},\frac{3}{5},3/5,\frac{3}{5},search_GOLD,agree,False,\frac{3}{5},3/5,search_GOLD,1,,,3/5,True,Solve the equation $8x+2=3x+5$ algebraically. $x=$ [ANS]
136,free_multi,T3,T3,False,unchanged,2,2,"A,C","A,C",,,,,False,"A,C","A,C",teacher_2of3,2,,,,False,The percent frequency of a class is computed by: [ANS] A. multiplying the relati
137,free_multi,T1,T2,True,demoted,3,3,"2/13,2/1","2/13,2/1",,,,,False,"2/13,2/1","2/13,2/1",teacher_3of3,2,,,,False,Write each ratio as a fraction in simplest form: $36: 234$ is the fraction [ANS]
138,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,1,,,,False,"When an aircraft takes off, it accelerates until it reaches its takeoff speed $V"
139,free_multi,T3,T2,True,promoted,2,3,"201, \frac{1}{n(n+1)}","201,\frac{1}{n(n+1)}",,,,,False,"201,\frac{1}{n(n+1)}","201, \frac{1}{n(n+1)}",teacher_3of3,2,,,,False,Wirte the sum using sigma notation: $\frac{1}{1\cdot 2}+\frac{1}{2\cdot 3}+\frac
140,free_single,T2,T2,False,unchanged,3,3,2744,2744,,,,,False,2744,2744,teacher_3of3,1,,,,False,Gregory and Lesley are participating in a summer reading program. Gregory reads 
141,MCQ,T2,T2,False,unchanged,3,3,A,A,,,,,False,A,A,teacher_3of3,0,0,DISPUTED,,False,"Consider all positive integers written in base 7, are alternating 1's and 0's, b"
142,free_single,T3,T2,True,promoted,2,3,"7, 8, 9, 10, 11","7,8,9,10,11",,,,,False,"7,8,9,10,11","7, 8, 9, 10, 11",teacher_3of3,1,,,,False,List the elements of the set \lbrace x | x \mbox{is a natural number between 6 a
143,free_multi,T3,T3,False,unchanged,2,2,"(0,-8),(0,6),(3,3\sqrt3)","(0,-8),(0,6),(3,3\sqrt{3})",,,,,False,"(0,-8),(0,6),(3,3\sqrt{3})","(0,-8),(0,6),(3,3\sqrt3)",teacher_2of3,6,,,,False,"Convert from polar to rectangular coordinates: $\mathbf{(a)}\quad(8,\frac{3\pi}{"
144,MCQ,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,Compute $\sqrt[3]{130}$ with an estimate error of $0.0001$ using series expansio
145,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,3,,,,False,Suppose that $M$ is the function that computes how many miles are in $x$ feet. F
146,MCQ,T1,T2,True,demoted,3,3,F,F,,,,,False,F,F,teacher_3of3,0,,,,False,Find the integral: $$ \int \frac{ 4 \cdot x^2+25 \cdot x+7 }{ \sqrt{x^2+8 \cdot 
147,MCQ,T1,T2,True,demoted,3,3,I,I,,,,,False,I,I,teacher_3of3,0,,,,False,Compute the volume of the solid formed by rotating about the x-axis the area bou
148,MCQ,T1,T2,True,demoted,3,3,A,A,,,,,False,A,A,teacher_3of3,0,,,,False,The composite Poisson process is defined as $$\left|Y_{i}=\sum_{n=1}^{x_{i}}\xi_
149,free_single,T3,T3,False,unchanged,2,2,6.85,6.85,,,,,False,6.85,6.85,teacher_2of3,1,,,,False,An airplane is flying at the height of ${10.8\ {\rm km}}$. The airplane can see 
150,MCQ,T1,T2,True,demoted,3,3,A,A,,,,,False,A,A,teacher_3of3,0,,,,False,The cubic best square approximation polynomial of $f(x)=\mathrm{e}^{x}$ on $\lef
151,free_single,T3,T3,False,unchanged,2,2,36,36,,,,,False,36,36,teacher_2of3,1,,,,False,Evaluate the expression: ${48\div(8)6=}$ [ANS]
152,MCQ,T3,T3,False,unchanged,2,2,J,J,,,,,False,J,J,teacher_2of3,0,,,,False,Find the remainder when $$\sum_{a=0}^8 \sum_{b=0}^8 \sum_{c=0}^8 \sum_{d=0}^8 \m
153,MCQ,T2,T2,False,unchanged,3,3,B,B,,,,,False,B,B,teacher_3of3,0,,,,False,Transform the following quadratic form into its standard form using the method o
154,free_single,T3,T2,True,promoted,2,3,\18.75,\18.75,,,,,False,\18.75,\18.75,teacher_3of3,1,,,,False,John's room is shaped like a box. It has a flat ceiling that is a rectangle that
155,free_single,T2,T2,False,unchanged,2,2,12.17,12.17,12.17,12.17,search_GOLD,agree,False,12.17,12.17,search_GOLD,1,,,12.17,True,A guy wire needs to be installed to support a pole. The end of the wire on the p
156,MCQ,T2,T2,False,unchanged,3,3,H,H,,,,,False,H,H,teacher_3of3,0,,,,False,What are the eigenroots of the following matrices? $$ \left( \begin{matrix} {{{1
157,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,2,,,,False,A weight on a vertical spring is given an initial downward velocity of 5 cm/sec 
158,free_multi,T1,T2,True,demoted,3,3,"A,C","A,C",,,,,False,"A,C","A,C",teacher_3of3,2,,,,False,A tabular summary of a set of data showing the fraction of the total number item
159,free_multi,T2,T2,False,unchanged,2,3,"0.07, 0.007, 0.0007","0.07,0.007,0.0007",,,,,False,"0.07,0.007,0.0007","0.07, 0.007, 0.0007",teacher_3of3,3,,,,False,Change the following percentages into decimals: ${7\%=}$ [ANS] ${0.7\%=}$ [ANS] 
160,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,2,,,,False,Fill in the missing blank and determine the appropriate property illustrated: $1
161,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,Let \( A \) be a set of 2025 positive real numbers. For a subset \( T \subseteq 
162,MCQ,T2,T2,False,unchanged,3,3,B,B,,,,,False,B,B,teacher_3of3,0,,,,False,We now define an algorithm: The definition of a(n) is: Triangle with subscripts 
163,free_multi,T2,T2,False,unchanged,3,3,"9,-5,4","9,-5,4",,,,,False,"9,-5,4","9,-5,4",teacher_3of3,3,,,,False,Factor the polynomial $(x-5)(x+4)^2-(x-5)^2(x+4)$. Your answer can be written as
164,MCQ,T3,T3,False,unchanged,2,2,G,G,,,,,False,G,G,teacher_2of3,0,,,,False,Function $f(x)$ is a polynomial defined by the equation $$\begin{align*} f(x) & 
165,MCQ,T3,T3,False,unchanged,2,2,I,I,,,,,False,I,I,teacher_2of3,0,,,,False,Let $\mathrm{F}$ be the set $$ A = {\frac{0.6}{u_{1}}} + {\frac{0.8}{u_{2}}} + {
166,free_single,T4,T2,True,promoted,1,3,175(\frac{1}{4})^n,175(\frac{1}{4})^n,,,,,False,175(\frac{1}{4})^n,175(\frac{1}{4})^n,teacher_3of3,1,,,,False,"The area covered by a marsh, $A$, starts at $175$ acres and drops by a factor of"
167,free_multi,T2,T2,False,unchanged,2,2,"Negative,Negative,Positive,Negative","Negative,Negative,Positive,Negative","Negative, Negative, Positive, Negative","Negative,Negative,Positive,Negative",wolfram_HIGH,agree,False,"Negative,Negative,Positive,Negative","Negative, Negative, Positive, Negative",wolfram_HIGH,4,"Negative, Negative, Positive, Negative",HIGH,,False,Determine whether each of the following expressions is Positive or Negative. $\s
168,free_multi,T3,T3,False,unchanged,2,2,"A,C,B,B","A,C,B,B",,,,,False,"A,C,B,B","A,C,B,B",teacher_2of3,4,,,,False,"A choral conductor has 1301 singers in her choir, some of them are professional "
169,free_single,T2,T2,False,unchanged,3,3,400\%,400,,,,,False,400,400\%,teacher_3of3,1,,,,False,The population of cats in a shelter increased from $16$ to $80$. What is the per
170,MCQ,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,Let $X=( S^{1} \times S^{1} ) \setminus\{p \}$ be a once-punctured torus. How ma
171,free_single,T1,T1,False,unchanged,3,3,20,20,20,20,search_GOLD,agree,False,20,20,search_GOLD,1,,,20,True,"Sketch the region given by the set $\lbrace (x,y) | 3\le x\le 7, 2\le y\le 7 \rb"
172,free_single,T1,T1,False,unchanged,3,3,\frac{1320}{3721},\frac{1320}{3721},1320/3721,\frac{1320}{3721},search_GOLD,agree,False,\frac{1320}{3721},1320/3721,search_GOLD,1,,,1320/3721,True,Find the exact value. $\small{\sin} \left(\small{2 \cos^{-1}} \large{\left(\frac
173,MCQ,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,0,,,,False,"Let $S = \{5^ k | k \in Z, 0 \le k \le 2004\}$ . Given that $5^{2004} = 5443 ..."
174,free_multi,T2,T2,False,unchanged,2,3,"7, \frac{7}{8}","7,\frac{7}{8}",,,,,False,"7,\frac{7}{8}","7, \frac{7}{8}",teacher_3of3,2,,,,False,Consider the function $H$ defined by $H(x)={\sqrt{x}}$. Evaluate the following: 
175,MCQ,T2,T2,False,unchanged,3,3,I,I,,,,,False,I,I,teacher_3of3,0,,,,False,We now define an algorithm: The definition of a(n) is the least common multiple 
176,free_single,T3,T2,True,promoted,2,3,\frac{p - 6k - m}{8},\frac{p-6k-m}{8},,,,,False,\frac{p-6k-m}{8},\frac{p - 6k - m}{8},teacher_3of3,1,,,,False,Solve the following equation for $w$: 8 w+6 k+m=p. $w=$ [ANS]
177,MCQ,T3,T3,False,unchanged,2,2,H,H,,,,,False,H,H,teacher_2of3,0,,,,False,"Let the domain of the function f (x) be $( 0, \ +x )$ and satisfy $2 f \left( x "
178,MCQ,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,0,,,,False,"Let the 3rd order matrix \( A = (\alpha_1, \alpha_2, \alpha_3), B = (\alpha_2 - "
179,free_multi,T2,T2,False,unchanged,3,3,"29,3,21,1,21,4,19,4,23,3","29,3,21,1,21,4,19,4,23,3",,,,,False,"29,3,21,1,21,4,19,4,23,3","29,3,21,1,21,4,19,4,23,3",teacher_3of3,10,,,,False,When you divide 177 by 6 the quotient is [ANS] and the remainder is [ANS] When y
180,free_single,T4,T2,True,promoted,1,3,\frac{1}{2}m-\frac{7}{2},\frac{1}{2}m-\frac{7}{2},,,,,False,\frac{1}{2}m-\frac{7}{2},\frac{1}{2}m-\frac{7}{2},teacher_3of3,1,,,,False,Use the distributive property to simplify the expression completely. ${{\textsty
181,MCQ,T2,T2,False,unchanged,2,2,A,A,A,A,wolfram_HIGH,agree,False,A,A,teacher_2of3,0,A,HIGH,,False,There are four types of products with the following indicators: $$ \begin{array}
182,MCQ,T3,T4,True,demoted,2,2,E,E,"P(A)=0.5177,P(B)=0.4914",B,search_GOLD,disagree,True,,,conflict,0,,,"P(A)=0.5177,P(B)=0.4914",True,A gambler believes that the chance of rolling at least one 6 in four throws of a
183,MCQ,T1,T2,True,demoted,3,3,D,D,,,,,False,D,D,teacher_3of3,0,,,,False,"Solve the integral: $$ \int \frac{ 1 }{ \sin(x)^5 } \, dx $$"
184,MCQ,T4,T3,True,promoted,1,1,,,A,A,search_GOLD,,False,A,A,search_GOLD,0,,,A,True,We now define an algorithm: The definition of a(n) is: Multiplication table {0..
185,free_multi,T1,T2,True,demoted,3,3,"T,F,T,F,T","T,F,T,F,T",,,,,False,"T,F,T,F,T","T,F,T,F,T",teacher_3of3,5,,,,False,Determine which of the following statements are true and which are false. Enter 
186,MCQ,T2,T2,False,unchanged,3,3,D,D,,,,,False,D,D,teacher_3of3,0,,,,False,A particle is moving in a straight line whose acceleration as a function of velo
187,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,9,,,,False,This question involves logistic regression analysis of the Pima data set in R on
188,free_multi,T2,T2,False,unchanged,3,3,"60,60,60","60,60,60",,,,,False,"60,60,60","60,60,60",teacher_3of3,3,,,,False,Your school basketball team posted the following (sorted) scores in 16 recent ga
189,free_single,T2,T2,False,unchanged,3,3,850a+1200r=35000,850a+1200r=35000,,,,,False,850a+1200r=35000,850a+1200r=35000,teacher_3of3,1,,,,False,"The coffee variety Arabica yields about 850 kg of coffee beans per hectare, whil"
190,free_single,T2,T2,False,unchanged,3,3,-\frac{21}{8},-\frac{21}{8},,,,,False,-\frac{21}{8},-\frac{21}{8},teacher_3of3,1,,,,False,"Multiply the integer with the fraction: ${-15\cdot \frac{7}{40}}$ If needed, use"
191,free_multi,T1,T2,True,demoted,3,3,"D,A,C,B,E","D,A,C,B,E",,,,,False,"D,A,C,B,E","D,A,C,B,E",teacher_3of3,5,,,,False,Match the statements defined below with the letters labeling particular numbers.
192,free_multi,T3,T3,False,unchanged,1,1,,,"1.06, (1.88, infty), 0.1449, A","1.06,(1.88,infty),0.1449,A",wolfram_HIGH,,False,"1.06,(1.88,infty),0.1449,A","1.06, (1.88, infty), 0.1449, A",wolfram_HIGH,4,"1.06, (1.88, infty), 0.1449, A",HIGH,,False,Past experience indicates that the monthly long-distance telephone bill is norma
193,MCQ,T4,T2,True,promoted,1,3,"A, C, D",D,,,,,False,D,"A, C, D",teacher_3of3,0,,,,False,A particle move along x-axis and displacement varies with time $t$ as $x=(t^3-3t
194,free_multi,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,6,,,,False,The town of Smallsville was founded in 1900. Its population $y$ (in hundreds) is
195,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,1,,,,False,Random samples of female and male UVA undergraduates are asked to estimate the n
196,free_multi,T3,T2,True,promoted,2,3,"14.7447, 10.3244, 35","14.7447,10.3244,35",,,,,False,"14.7447,10.3244,35","14.7447, 10.3244, 35",teacher_3of3,3,,,,False,Suppose that triangle ABC is a right triangle with a right angle at $C$ and hypo
197,free_multi,T1,T2,True,demoted,3,3,"3,4","3,4",,,,,False,"3,4","3,4",teacher_3of3,2,,,,False,"Suppose $C(x)=8x^{2}-56x+115$, $x \ge 0$ represents the cost, in hundreds of dol"
198,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,"Determine all triplets of positive integers $(p,m,n)$ such that $p$ is a prime, "
199,free_single,T4,T4,False,unchanged,1,1,,,,,,,False,,,none,0,,,,False,"Let $ABCDE$ be a convex pentagon with $AB=14$, $BC=7$, $CD=24$, $DE=13$, $EA=26$"
200,MCQ,T2,T2,False,unchanged,3,3,I,I,463,INVALID,search_GOLD,review,False,I,I,teacher_3of3,0,,,463,True,Point $P$ is located inside $\triangle{ABC}$ so that $\angle{PAB}=\angle{PBC}=\a
201,free_single,T3,T2,True,promoted,2,3,(5t+8)(5t+8),(5t+8)(5t+8),,,,,False,(5t+8)(5t+8),(5t+8)(5t+8),teacher_3of3,1,,,,False,Write the expression $25 t^2+80 t+64$ in factored form $k (at+b)(ct+d)$. $25 t^2
202,free_single,T2,T2,False,unchanged,3,3,\frac{54}{35},\frac{54}{35},,,,,False,\frac{54}{35},\frac{54}{35},teacher_3of3,1,,,,False,"Multiply these two fractions: ${\frac{12}{7} \cdot \frac{9}{10}}$ If needed, use"
203,MCQ,T2,T2,False,unchanged,3,3,I,I,,,,,False,I,I,teacher_3of3,0,,,,False,Let $m = 101^4 + 256$ . Find the sum of digits of $m$ .
204,MCQ,T4,T3,True,promoted,1,1,,,E,E,search_GOLD,,False,E,E,search_GOLD,0,,,E,True,Consider the function $a(o)$ defined for all positive integers $o$. This functio
205,free_multi,T4,T2,True,promoted,1,3,"\frac{3}{4},\frac{11}{20}","\frac{3}{4},\frac{11}{20}",,,,,False,"\frac{3}{4},\frac{11}{20}","\frac{3}{4},\frac{11}{20}",teacher_3of3,2,,,,False,Express each of the following as a fraction in simplest form. a) 0.75=[ANS] b) 0
206,free_single,T2,T2,False,unchanged,3,3,4,4,,,,,False,4,4,teacher_3of3,1,,,,False,Multiply by using the FOIL method. Simplify and combine like radicals if necessa
207,free_single,T1,T1,False,unchanged,3,3,\frac{14}{5},\frac{14}{5},14/5,\frac{14}{5},search_GOLD,agree,False,\frac{14}{5},14/5,search_GOLD,1,,,14/5,True,"Find the value of $k$ so that the line containing the points $(-3,k)$ and $(1,-2"
208,free_multi,T3,T2,True,promoted,2,3,"\frac{81}{5},\frac{720}{49\pi}","\frac{81}{5},\frac{720}{49\pi}",,,,,False,"\frac{81}{5},\frac{720}{49\pi}","\frac{81}{5},\frac{720}{49\pi}",teacher_3of3,2,,,,False,The radius of the circle with a central angle of 5 radians that intercepts an ar
209,MCQ,T2,T2,False,unchanged,3,3,B,B,,,,,False,B,B,teacher_3of3,0,,,,False,"In prokaryotes, translation of mRNA messages into proteins is most often initiat"
210,free_multi,T4,T3,True,promoted,1,2,"-\frac{16\sqrt{33}+49\sqrt{3}}{15},\,\frac{2x}{1+x^2}","-\frac{16\sqrt{33}+49\sqrt{3}}{15},\frac{2x}{1+x^2}",,,,,False,"-\frac{16\sqrt{33}+49\sqrt{3}}{15},\frac{2x}{1+x^2}","-\frac{16\sqrt{33}+49\sqrt{3}}{15},\,\frac{2x}{1+x^2}",teacher_2of3,2,,,,False,a) Find $\tan\left(\sin^{-1}(\frac {4}{7})+\cos^{-1}(\frac {4}{8})\right)$=[ANS]
211,MCQ,T3,T3,False,unchanged,2,2,I,I,,,,,False,I,I,teacher_2of3,0,,,,False,"Consider the sequence defined by $q_0=1$, $q_1=2$, and $q_d=4q_{d-1}-q_{d-2}$ fo"
212,MCQ,T1,T2,True,demoted,3,3,J,J,,,,,False,J,J,teacher_3of3,0,,,,False,Assuming the different arrival times of a given renewal counting process follow 
213,free_single,T2,T2,False,unchanged,3,3,\frac{2}{9},\frac{2}{9},,,,,False,\frac{2}{9},\frac{2}{9},teacher_3of3,1,,,,False,A trail’s total length is ${{\textstyle\frac{43}{72}}}$ of a mile. It has two le
214,free_multi,T2,T2,False,unchanged,3,3,"11,F,10,T","11,F,10,T",,,,,False,"11,F,10,T","11,F,10,T",teacher_3of3,4,,,,False,Here you are asked first the highest divisor to check. Answer that with a number
215,free_single,T2,T2,False,unchanged,3,3,752,752,,,,,False,752,752,teacher_3of3,1,,,,False,Find the size of each sample needed to estimate the difference between the propo
216,free_single,T2,T2,False,unchanged,3,3,60,60,,,,,False,60,60,teacher_3of3,1,,,,False,Solve the equation $ \frac{T}{6}=10$. $T=$ [ANS]
217,MCQ,T2,T2,False,unchanged,3,3,C,C,,,,,False,C,C,teacher_3of3,0,,,,False,Suppose $b > 1$ is a real number where $\log_5 (\log_5 b + \log_b 125) = 2$ . Fi
218,free_single,T3,T2,True,promoted,1,2,\arcsin\!(\frac{7}{10}),\arcsin(\frac{7}{10}),\arcsin\!(\frac{7}{10}),\arcsin(\frac{7}{10}),wolfram_HIGH,agree,False,\arcsin(\frac{7}{10}),\arcsin\!(\frac{7}{10}),wolfram_HIGH,1,\arcsin\!(\frac{7}{10}),HIGH,,False,"If possible, find a solution to $ \sin(\theta)=\frac{7}{10}$. If no solution exi"
219,free_single,T2,T2,False,unchanged,3,3,27,27,,,,,False,27,27,teacher_3of3,1,,,,False,"Two cyclists, 108 miles apart, start riding toward each other at the same time. "
220,MCQ,T2,T2,False,unchanged,3,3,A,A,,,,,False,A,A,teacher_3of3,0,,,,False,Let $d_1 = a^2 + 2^a + a \cdot 2^{(a+1)/2}$ and $d_2 = a^2 + 2^a - a \cdot 2^{(a
221,free_single,T2,T2,False,unchanged,3,3,2750,2750,,,,,False,2750,2750,teacher_3of3,1,,,,False,A survey consisting of $5500$ students on campus says that $50 \%$ prefer the co
