item_id,category,question_preview,sheet_best_answer,sheet_confidence,sheet_tier,sheet_n_agree,sheet_evidence,teacher_sonnet,teacher_gpt4,teacher_oss,wolfram_answer,wolfram_confidence,search_status,search_answer,search_source,backsolve_answer,backsolve_confidence,backsolve_tier
545,FREE,Suppose that you have zero dollars now and that the average rate of change in your net worth is \$8000 per year. How muc,400000,93.67,2,22,backsolve+sub+teacher,400000,400000,400000,,,,,,400000,99.0,1
546,FREE,Compute: $2\times 46$=[ANS] $2\times 63$=[ANS] $2\times 73$=[ANS] $2\times 36$=[ANS] $2\times 86$=[ANS],"92,126,146,72,172",87.98,2,19,backsolve+sub+teacher,"92,126,146,72,172","92,126,146,72,172","92,126,146,72,172",,,,,,"92, 126, 146, 72, 172",97.68,1
547,MCQ,Inscribe a rectangle of base $b$ and height $h$ in a circle of radius one; and inscribe an isosceles triangle in the reg,H,85.4,2,21,backsolve+sub+teacher,H,H,H,,,,,,H,99.0,1
548,FREE,The selling price of a textbook is \$144.00. If the markup is 20\% of the bookstore's cost; what is the bookstore's cost,"x + 0.20x = 144,\120.00",24.25,0,4,sub+teacher+wolfram,"x + 0.20x = 144, \120.00","x+0.20x=144,\120.00","1.20x = 144,\120.00","1.20x = 144, $120.00",HIGH,,,,120.00,96.23,1
549,MCQ,We now define an algorithm: The definition of a(n) is the number of ways to write n as the sum of two squares; allowing ,J,73.09,4,21,backsolve+sub+teacher,J,B,J,,,,,,J,77.43,3
550,MCQ,Evaluate $\int\int\int_{E}{z \; dV}$; where $E$ is the region defined by: $$ E = \left\{ (x;y;z) \mid -y \le x \le y; \;,J,62.11,4,20,backsolve+sub+teacher,J,"None of the listed options;  \iiint_E z\,dV=\frac{109}{450}",D,,,,,,J,77.43,3
551,FREE,Suppose $\cos(\alpha)=\frac{-6}{8}$ and $\sin(\alpha)$ is positive. If the point $(-6;y)$ is on the terminal side of the,\sqrt{28},82.27,3,22,backsolve+sub+teacher,\sqrt{28},\sqrt{28},2\sqrt7,,,,,,\sqrt{28},77.43,3
552,FREE,How much money do winners go home with from the television quiz show Jeopardy? To determine an answer; a random sample o,"33150,36300",32.26,5,11,backsolve+sub+teacher,"36312, 33140","36332.24,33119.50","33141,36311",,,,,,"33150, 36300",95.51,1
553,FREE,IQ scores have a mean of 100 and a standard deviation of 15. John has an IQ of 124. What is the difference between John',"24,1.6",93.08,2,22,sub+teacher,"24, 1.6","24,\frac{8}{5}","24,1.6",,,,,,1.600,65.42,3
554,MCQ,Consider a random walk on a connected graph with 4 edges. What is the highest possible entropy rate? Use base 2 logarith,A,73.09,4,21,backsolve+sub+teacher,A,D,A,,,,,,A,77.43,3
555,FREE,A newspaper conducted a statewide survey concerning the 1998 race for state senator. The newspaper took a SRS of $n=1300,"1.109,0.1336",29.43,5,10,backsolve+sub+teacher,"1.11, 0.1335","1.11,0.1335","1.11,0.133",,,,,,"1.109, 0.1336",36.78,5
556,FREE,Let $A=f(r)$ be the area of a circle with radius $r$ and $r=h(t)$ be the radius of the circle at time $t$. Which of the ,C,50.4,5,13,sub+teacher,D,C,C and D,,,,,,"C, D",97.54,1
557,FREE,Find the absolute value of this number. ${|{5}|=}$ [ANS],5,95.0,1,24,sub+teacher,5,5,5,,,GOLD,5,trivial,6,81.65,2
558,FREE,Find an equation for the linear function which has $f(250)=1600$ and $f(650)=4200$ $f(x)=$ [ANS],6.5x - 25,47.1,5,18,sub+teacher,f(x) = 6.5x - 25,f(x)=\frac{13}{2}x-25,f(x)=\frac{13}{2}x-25,,,,,,f(x) = 6.5x - 25,55.37,4
559,FREE,Multiply the following: ${-{8 {\textstyle\frac{3}{4}}} \cdot {32}}$ [ANS],-280,93.67,2,22,backsolve+sub+teacher,-280,-280,-280,,,,,,-280,99.0,1
560,FREE,A standardized variable always has [ANS] A. mean 0 and changing standard deviation  B. changing mean and standard deviat,"C,A,A",87.98,2,19,backsolve+sub+teacher,"C, A, A","C,A,A","C,A,A",,,,,,"C, A, A",97.68,1
561,MCQ,Find the prime factorization of 30!.,E,91.74,2,23,backsolve+sub+teacher+xhigh,E,E,E,,,,,,E,77.43,3
562,MCQ,Identify the smallest natural number (positive integer) $f$ such that for every integer $g$ with $0 < g < 2423$; there e,H,62.8,4,16,backsolve+sub+teacher,H,H,D,,,,,,H,62.1,3
563,FREE,A painting is on sale at ${\$560.00}$. Its original price was ${\$700.00}$. What percentage is off its original price? F,20\%,47.89,5,6,sub+teacher,20\%,20\%,20\%,,,,,,21,45.37,4
564,MCQ,Compute private key $( \mathbf{d}; \mathbf{p}; \mathbf{q} )$; waht is th public key (e=23; n=233^ 241=56;153).,D,93.67,2,22,backsolve+sub+teacher,D,D,D,,,,,,D,99.0,1
565,FREE,Order these decimals from biggest to smallest: ${-7.6;-7.006;-7.06}$ [ANS] > [ANS] > [ANS],"-7.006,-7.06,-7.6",87.98,2,19,backsolve+sub+teacher,"-7.006,-7.06,-7.6","-7.006,-7.06,-7.6","-7.006,-7.06,-7.6",,,,,,"-7.006, -7.06, -7.6",97.68,1
566,FREE,The expression \sqrt{180}-\sqrt{45} equals [ANS] $\times\sqrt{5}$.,3,93.67,2,22,backsolve+sub+teacher,3,3,3,,,,,,3,99.0,1
567,FREE,Which of the following statements is false? [ANS] A. The intervals in a frequency distribution may overlap to ensure tha,"A,A",89.93,2,20,backsolve+sub+teacher,"A,A","A,A","A,A",,,,,,"A, A",97.68,1
568,FREE,Add as indicated: a) $-4+(-6)=$ [ANS] b) $-6+9=$ [ANS],"-10,3",87.98,2,19,backsolve+sub+teacher,"-10, 3","-10,3","-10,3",,,,,,"-10, 3",97.68,1
569,MCQ,Let $p$ be an odd prime. What is the order of $G L_{2} ( \mathbb{F}_{p} )?$,B,93.67,2,22,backsolve+sub+teacher,B,B,B,,,,,,B,99.0,1
570,MCQ,We now define an algorithm: The definition of a(n) is the number of single paradiddles (a four-note drum sticking patter,J,45.22,5,17,sub+teacher,E,H,I,,,,,,E,36.1,5
571,MCQ,Given positive integers $d$; define the sequence $s(d)$ by the following rules: $s(1) = 1$; $s(2d) = s(d)$; and $s(2d+1),E,47.2,5,14,sub+teacher,B,F,E,,,,,,B,63.1,3
572,FREE,A football team gains 8 yards on first down; loses 6 on second down and then gains 6 on third down. An appropriate expre,"8,-6,6,8",87.98,2,19,backsolve+sub+teacher,"8,-6,6,8","8,-6,6,8","8,-6,6,8",,,,,,"8, -6, 6, 8",97.68,1
573,FREE,A room needs to be painted. It would take Fabrienne $9$ hours to paint the whole room; and it would take Haley $8$ hours,\frac{17}{72},93.67,2,22,backsolve+sub+teacher,\frac{17}{72},\frac{17}{72},\frac{17}{72},,,,,,\frac{17}{72},99.0,1
574,MCQ,Given $A=\left( \begin{matrix} {{{{4}}}} & {{{{-5}}}} & {{{{2}}}} \\ {{{{5}}}} & {{{{-7}}}} & {{{{3}}}} \\ {{{{6}}}} & {,E,38.6,5,14,backsolve+sub+teacher,CE,C and E,"C,E",,,,,,E,69.67,3
575,MCQ,Let the domain of discourse $R$ be the real number field; and $A$ be a triangular $\mathrm{F}$ set parameterized by $(a;,G,85.4,2,21,backsolve+sub+teacher,G,G,G,,,,,,G,99.0,1
576,FREE,It takes Sadie $2$ day(s) more to build a shed than Mable. If they build it together; it would take them ${\textstyle\fr,"\frac{5}{2},\frac{1}{2}",89.31,2,21,sub+teacher,"\frac{5}{2},\frac{1}{2}","\frac{5}{2},\frac{1}{2}","\frac{5}{2},\frac{1}{2}",,,,,,53,49.19,4
577,MCQ,To ensure that the three roots of the polynomial $x^{3} + a x^{2} + b x + c$ form an arithmetic sequence; what condition,F,85.4,2,21,backsolve+sub+teacher,F,F,F,,,,,,F,99.0,1
578,FREE,A random sample of 49 female cottonmouth snakes yielded a sample mean of 8.31 snakes per litter. Assume that $\sigma=2.4,"7.62,9.00,95.44",58.52,5,11,sub+teacher+wolfram,"7.62, 9.00, 95.44","7.62,9.00,95.44","7.624,8.996,95.44","7.62, 9.00, 95.44",HIGH,,,,"7.624,8.996,95.44",55.37,4
579,MCQ,Evaluate $\lim_{x \to 0^{+}} \left( \left( \frac{ \tan(4 \cdot x) }{ 4 \cdot x } \right)^{\frac{ 1 }{ 2 \cdot x^2 }} \ri,C,93.67,2,22,backsolve+sub+teacher,C,C,C,,,,,,C,99.0,1
580,MCQ,Compute the limit using L'Hopital's Rule: $$ \lim_{x \to 0} \left( \frac{ 1 }{ x^2 } - \cot(x)^2 \right) $$,D,93.67,2,22,backsolve+sub+teacher,D,D,D,,,,,,D,99.0,1
581,MCQ,Let $y=y \left(x \right)$be such that $y^{\prime}+2 \left(\operatorname{l n} x+1 \right) y=0; y \left(1 \right)=1$; Then,F,85.4,2,21,backsolve+sub+teacher,F,F,F,,,,,,F,99.0,1
582,FREE,A pile of logs has $45$ logs in the bottom layer; $44$ logs in the next layer; $43$ logs in the next layer; and so on; u,1035,93.67,2,22,backsolve+sub+teacher,1035,1035,1035,,,,,,1035,99.0,1
583,FREE,Hannah has a $2024 \times 2025$ rectangle in the coordinate plane; with sides parallel to the axes. She makes a cut from,1,32.26,5,11,backsolve+sub+teacher,118,119,119,,,,,,1,95.51,1
584,FREE,A mass is oscillating on the end of a spring. The distance; $y$; of the mass from its equilibrium point is given by the ,"7z,6w",71.02,4,13,sub+teacher+wolfram,"7z, 6w","7z,6w","7z,6w","7z, 6w",HIGH,,,,6.000,51.79,4
585,FREE,It is considered quite common to have feet of unequal length. In a sample of 10 healthy college students the right-foot ,"-0.2235,2.262,-2.262,No",26.32,5,6,sub+teacher+wolfram,"-0.2235, 2.262, -2.262, No","-0.224,2.262,-2.262,No,fail to reject H_0","-0.235,2.228,-2.228","-0.2235, 2.262, -2.262, No",PARTIAL,,,,"-0.2235, 2.262, -2.262",72.87,3
586,FREE,In some cases; the best-fitting multiple regression equation is of the form $\hat{y}=b_0+b_1x+b_2x^2+b_3x^3.$ The graph ,"1.899,-0.9423,0.1109,-0.02966",29.43,5,10,backsolve+sub+teacher,"2.0, -2.0, 0.2, -0.1","1.0123,-0.5011,-0.0446,0.0016","1.89,-0.934,0.111,-0.0298",,,,,,"1.899,-0.9423,0.1109,-0.02966",92.32,1
587,FREE,This is a problem on interpretation of regression equations which have quadratic terms in explanatory variables. Context,"B,C,D,E,F,J,C,A,B,B",28.16,5,6,sub+teacher+wolfram,"B,C,D,E,F,J \quad|\quad C \quad|\quad A,B,C \quad|\quad A,B","a: B,C,D,E,F,J,\ b: C,\ c: A,B,\ d: A","B,C,D,E,F,J,C,A,B,C,A,C","B, C, D, E, F, J, C, A, B, B",HIGH,,,,A,96.23,1
588,MCQ,If all real symmetric matrices of order $n$ are classified by contract; that is; two real symmetric matrices of order $n,E,85.4,2,21,backsolve+sub+teacher,E,E,E,,,,,,E,99.0,1
589,MCQ,Let $P(x)=\sum_{i=1}^{20}(-x)^{20-i}(x+i)^i$ . Let $K$ be the product of the roots. How many digits are does $\lfloor K ,D,71.89,4,16,sub+teacher,D,D,D,,,,,,INVALID,63.1,3
590,MCQ,Let $P(x) = (1 + x)(1 + 2x^2)(1 + 3x^4)(1 + 4x^8)(1 + 5x^{16})$ . Find the three rightmost nonzero digits of the product,D,93.67,2,22,backsolve+sub+teacher,D,D,D,,,,,,D,99.0,1
591,FREE,Here is a little more review concerning trig functions. Using the formula for sin() and cos() of the sum of two angles. ,"1.081,1.683,1.819,-0.832,3.162,-0.322,4.123,1.326",26.56,5,6,sub+teacher+wolfram,"2\cos(1),\ 2\sin(1),\ 2\sin(2),\ 2\cos(2),\ \sqrt{10},\ \arctan(3),\ \sqrt{17},\ \arctan(4)","2\cos(1),2\sin(1),2\sin(2),2\cos(2),\sqrt{10},-\arctan(1/3),\sqrt{17},\arctan(4)","\sqrt{10},-\arctan\!(\frac{1}{3}),\sqrt{17},\arctan 4","1.081, 1.683, 1.819, -0.832, 3.162, -0.322, 4.123, 1.326",HIGH,GOLD,"2cos(1), 2sin(1), 2sin(2), 2cos(2)",computed,"3.162, -0.3218, 4.123, 1.326",85.57,2
592,MCQ,A parallel beam of light ray parallel to the X-axis is incident on a parabolic reflecting surface $x = 2by^{2}$ as shown,I,85.4,2,21,backsolve+sub+teacher,I,I,I,,,,,,I,99.0,1
593,FREE,A ship is sailing due north. At a certain point the bearing of a lighthouse is N $43.4 ^\circ$ E and the distance is 15.,19.44,49.79,5,15,sub+teacher,19.4,19.4,19.44,,,,,,19.43,55.17,4
594,MCQ,Let the probability distribution of the random variable $\mathrm{X}$ be $\mathrm{P} ( \mathbf{X}=1 )=0. 2; \mathrm{P} ( ,F,85.4,2,21,backsolve+sub+teacher,F,F,F,,,,,,F,99.0,1
595,FREE,This question concerns the likelihood for logistic regression. Suppose your data consist of $(x_i;y_i);i=1;\ldots;165$; ,"A,D,E,G,probability",59.07,5,6,sub+teacher,"A, D, E, G, probability","A,D,E,G,probability","A,D,E,G,probability",,,,,,\text{product},69.97,3
596,MCQ,We now define an algorithm: The definition of a(n) is the sequence obtained by applying the inverse Moebius transform tw,G,85.4,2,21,backsolve+sub+teacher,G,G,G,,,,,,G,99.0,1
597,MCQ,$ABC$ is a triangle with integer side lengths. Extend $\overline{AC}$ beyond $C$ to point $D$ such that $CD=120$ . Simil,B,87.33,2,19,backsolve+sub+teacher,B,B,B,,,,,,B,99.0,1
598,MCQ,What is the result of replacing the following quadratic form with the standard form $- 4 x_{1} x_{2}+2 x_{1} x_{3}+2 x_{,G,80.38,3,21,sub+teacher,G,G,F,,,,,,D,61.74,3
599,FREE,An SRS of size 22 is drawn from a population that has a normal distribution. The sample has a mean of 135 and a standard,1.812,47.1,5,18,sub+teacher,1.8123,1.81,1.81,,,,,,1.8123,45.37,4
600,MCQ,Let the matrix \( N = \begin{bmatrix} 0 & A \\ B & 0 \end{bmatrix} \); where \( A = \begin{bmatrix} 4 & 1 \\ 3 & 1 \end{,I,93.67,2,22,backsolve+sub+teacher,I,I,I,,,,,,I,99.0,1
601,FREE,Factor the expression and simplify your answer as much as possible: $6 s^2+s-1=\big($ [ANS] $\big) \big($ [ANS] $\big)$,(3s - 1)(2s + 1),47.9,5,15,backsolve+sub+teacher,"3s-1,2s+1","3s-1,2s+1,(3s-1)(2s+1)","2s+1,3s-1",,,GOLD,(2s+1)(3s-1),trivial,(3s - 1)(2s + 1),87.79,2
602,FREE,Heights (in centimeters) and weights (in kilograms) of $7$ supermodels are given below. Find the regression equation; le,"-70.78,0.7188,53.57",38.82,5,14,sub+teacher,"-70.8, 0.719, 53.6","-\frac{791}{112},\frac{23}{32},\frac{1197}{28}","-\frac{7927}{112},\frac{23}{32},\frac{11999}{224}",,,,,,"-70.8, 0.719, 53.6",36.16,5
603,FREE,For each problem; select the best response. (a) Which of the following is least affected if an extreme high outlier is a,"C,A,B",87.98,2,19,backsolve+sub+teacher,"C,A,B","C,A,B","C,A,B",,,,,,"C, A, B",97.68,1
604,MCQ,A ray of light passing through the point A$(1; 2; 3)$; strikes the plane $x + y + z = 12$ at B on reflection passes thro,J,85.4,2,21,backsolve+sub+teacher,J,J,J,,,,,,J,99.0,1
605,FREE,A mountain moves toward the west by $7.6$ millimeters per year. In the past $6$ million years; how many kilometers did t,45.6,95.0,1,24,sub+teacher,45.6,45.6,45.6,,,GOLD,45.6,trivial,46,81.65,2
606,MCQ,Consider the sequence defined by $y_0=1$; $y_1=2$; and $y_a=4y_{a-1}-y_{a-2}$ for $a\geq 2$. Determine the smallest odd ,E,60.92,4,15,sub+teacher,E,E,A,,,,,,A,63.1,3
607,FREE,What center should a sphere of radius 4 have so that it sits on the xy plane with its bottom (lowest point in the z dire,"(0,0,4),(0,0,14),(6,6,20),(-6,-6,0),(-4,-4,10),(-4,-4,-12)",52.38,5,15,backsolve+sub+teacher,"0,0,4,0,0,14,6,6,20,-6,-6,0,-4,-4,10,-4,-4,-12","(0,0,4),(0,0,14),(6,6,20),(-6,-6,0),(-4,-4,10),(-4,-4,-12)","0,0,4,0,0,14,6,6,20,-6,-6,0,-4,-4,10,-4,-4,-12",,,,,,"(0, 0, 4), (0, 0, 14), (6, 6, 20), (-6, -6, 0), (-4, -4, 10), (-4, -4, -12)",90.83,1
608,FREE,Since Roger Bannister broke the 4-minute mile on May 6; 1954; the record has been lowered by over sixteen seconds. The t,"B,A,A,1981",68.31,4,18,sub+teacher,"B,A,A,1981","B,A,A,1981","NO,YES,A,1967",,,,,,1981,47.07,4
609,FREE,A convertible and a minivan leave a highway junction at the same time. The convertible travels west at 70 miles per hour,276.6,55.37,5,19,sub+teacher,30\sqrt{85} = 276.6  miles,30\sqrt{85} miles,30\sqrt{85},,,,,,30\sqrt{85} \approx 276.6 \text{ miles},55.37,4
610,FREE,Let $R$ be the region in the complex plane enclosed by the curve $f(\theta)=e^{i \theta}+e^{2 i \theta}+\frac{1}{3} e^{3,12.57,47.1,5,18,sub+teacher,4\pi,4\pi,4\pi,,,,,,\frac{8\pi}{3}+2\sqrt3,55.37,4
611,FREE,A regression line using 33 observations produced SSR=140 and SSE=57. Determine the standard error of the estimate. Stand,1.356,80.55,3,24,sub+teacher,1.3560,1.356,\sqrt{\frac{57}{31}}= 1.36,,,,,,PLACEHOLDER_0611,66.8,3
612,FREE,Write the following rational number in simplest form: $\frac{24560172}{29255499}=$ [ANS]/[ANS] Hint: $24560172=$ $3^4 \c,"68,81",87.98,2,19,backsolve+sub+teacher,"68,81","68,81","68,81",,,,,,"68, 81",97.68,1
613,MCQ,What is the expression for $\beta$ being linearly represented by $\alpha_{1}; \alpha_{2}; \alpha_{3}; \alpha_{4}$? $$ \b,I,85.4,2,21,backsolve+sub+teacher,I,I,I,,,,,,I,99.0,1
614,MCQ,Allow the expression $x \left( x-a \right) \left( x-b \right) \left( x-c \right) +1$ to be factored into the product of ,I,67.66,4,18,backsolve+sub+teacher,I,I,D,,,NOT_FOUND,,,I,81.97,2
615,FREE,An amateur cyclist is training for a road race. He rode the first 42-mile portion of his workout at a constant rate. He ,"14,9",87.98,2,19,backsolve+sub+teacher,"14,9","14,9","14,9",,,,,,"14, 9",97.68,1
616,MCQ,The general solution of the equation $y''+y= sin 2 x$ is,J,85.4,2,21,backsolve+sub+teacher,J,J,J,,,,,,J,99.0,1
617,FREE,Describe a series of shifts which translates the graph $y=(x-7)^3-6$ back onto the graph of $y=x^3$. Select the correct ,"\text{left},7,\text{up},6",39.45,5,13,backsolve+sub+teacher,"left, 7, up, 6","left,7,up,6","7,6",,,,,,"\text{left}, 7, \text{up}, 6",72.87,3
618,MCQ,The volume of the solid of revolution formed by rotating the region bounded by the curve (y=arcsin x); the line (x=1); a,A,93.67,2,22,backsolve+sub+teacher,A,A,A,,,,,,A,99.0,1
619,FREE,Test the claim that the two samples described below come from populations with the same mean. Assume that the samples ar,"-3.226,0.001230,A",29.43,5,10,backsolve+sub+teacher,"-3.125, 0.002, A","-3.23,0.0012,A","-3.23,0.0013,A",,,,,,"-3.226, 0.001230, A",30.79,5
620,FREE,A random sample of $n=8$ observations from a normal population produced the following measurements: $\begin{array}{lllll,"1.512,2.286,1.690,B",33.64,5,11,sub+teacher,"1.5119, 2.2857, 2.167, B","\frac{4}{\sqrt7},\frac{16}{7},2.167,B","\frac{4}{\sqrt7},\frac{16}{7},2.167,B",,,,,,B,50.93,4
621,FREE,Two numbers have a sum of $153$. If one number is $k$; represent the other number as an expression of $k$. Answer: [ANS],153 - k,93.67,2,22,backsolve+sub+teacher,153-k,153-k,153 - k,,,,,,153 - k,99.0,1
622,FREE,There is a lot of interest in the relationship between studying music and studying math. We will look at some sample dat,"3.854,2.567,Yes",20.4,0,7,sub+teacher+wolfram,"3.855, 2.567, Yes","3.85,2.567,Yes","3.86,2.57,Yes","3.854, 2.567, Yes",PARTIAL,,,,"3.854, 2.567, \text{Yes}",56.19,4
623,FREE,Now that we have looked at the Gauss Trick; we would like to see why it works. Mathematicians do this sort of thing to s,"1,0,0,0,1,1",40.29,5,14,backsolve+sub+teacher,"True,False,False,False,True,True","T,F,F,F,T,T","True,False,False,False,True,True",,,NOT_FOUND,,,"1,0,0,0,1,1",81.86,2
624,MCQ,If f(2x) = x + 5 and f(g(6)) = 13; then 2 * g(6) =,F,85.4,2,21,backsolve+sub+teacher,F,F,F,,,,,,F,99.0,1
625,FREE,Factor out the greatest common factor first and place it in front. Then factoring the remaining expression as much as po,5(x+2)(x+3),93.67,2,22,backsolve+sub+teacher,5(x+2)(x+3),5(x+2)(x+3),5(x+2)(x+3),,,,,,5(x + 2)(x + 3),99.0,1
626,MCQ,Calculate the integral $\int_{-1}^{1} \mid z \mid \mathrm{d} z$; with the integration path as: (1) a straight line segme,G,85.4,2,21,backsolve+sub+teacher,G,G,G,,,,,,G,99.0,1
627,FREE,Given that the surface area of a sphere is 163 $\pi$ cm $^2$; find its volume. Note: Your answer must be a number. No ar,1090,44.1,5,16,backsolve+sub+teacher,\frac{32\pi}{3},\frac{163\sqrt{163}\pi}{6},\frac{163\pi\sqrt{163}}{6},,,NOT_FOUND,,,1090,85.57,2
628,FREE,Round the decimal $75.6733$ to the specified places. Round to a whole number: [ANS] Round to the tenth place: [ANS] Roun,"76,75.7,75.67,75.673",87.98,2,19,backsolve+sub+teacher,"76, 75.7, 75.67, 75.673","76,75.7,75.67,75.673","76,75.7,75.67,75.673",,,,,,"76, 75.7, 75.67, 75.673",97.68,1
629,FREE,There are $n$ cities in a country; where $n \geq 100$ is an integer. Some pairs of cities are connected by direct (two-w,515,48.4,5,14,backsolve+sub+teacher,515,17247,1526,,,,,,515,74.09,3
630,FREE,5.751+66.23=[ANS] 571.7-7.335=[ANS],"71.981,564.365",87.98,2,19,backsolve+sub+teacher,"71.981, 564.365","71.981,564.365","71.981,564.365",,,,,,"71.981, 564.365",97.68,1
631,MCQ,Define $C(\alpha)$ to be the coefficient of $x^{1992}$ in the power series about $x=0$ of $(1 + x)^\alpha$. Evaluate \[ ,A,93.67,2,22,backsolve+sub+teacher,A,A,A,,,,,,A,99.0,1
632,FREE,Evaluate this expression: ${3+4(113-4\cdot3^{3})=}$ [ANS],23,93.67,2,22,backsolve+sub+teacher,23,23,23,,,,,,23,99.0,1
633,FREE,(a) What operation on both sides of the equation $7x=56$ isolates the variable on one side? There may be more than one c,"B,D,8",70.36,4,13,sub+teacher+wolfram,"B,D,8","B,D,8","B,D,8","B, D, 8",HIGH,,,,INVALID,45.37,4
634,FREE,A book is opened to a page at random. The product of the facing page numbers is 2970. The sum of the facing page numbers,109,93.67,2,22,backsolve+sub+teacher,109,109,109,,,,,,109,99.0,1
