item_id,question,predicted_kaggle_answer,confidence_pct,tier
535,Use factoring to solve the polynomial equation: HINT: Try multiplying each side of the equation by a number to eliminate the denominators.  \frac{x^2}{240}+\frac{x}{24}+\frac{1}{10}=0 Answer: [ANS],"-6, -4",85.57,2
536,"Decompose the following matrix into the product $LU$ using a compact format:
$$
\left[ \begin{array} {r r r} {{{2}}} & {{{-1}}} & {{{-1}}} \\ {{{-1}}} & {{{2}}} & {{{0}}} \\ {{{3}}} & {{{0}}} & {{{3}}} \\ \end{array} \right].
$$
The result is ____.",E,99.0,1
537,"In your Grandpa Neil’s recipe for a marinade, each serving uses $7.5$ tablespoons of ketchup and $6$ tablespoons of vinegar. If $52.5$ tablespoons of ketchup will be used for a larger batch of marinade, how much vinegar is needed? [ANS] tablespoons of vinegar are needed.",43,81.65,2
538,Find the zeros of the function $f(x) = x^3 - (3 + \sqrt{3}) \cdot x + 3$.,E,77.43,3
539,"Let p(x)=x^{6}-14x^{5}+72x^{4}-78x^{3}-933x^{2}+5372x-9860. The polynomial $p(x)$ has exactly one positive real root. Between what two consecutive integers does it lie?
The positive root is between [ANS] and [ANS].",5,47.07,4
540,"Suppose {$Z_t$} is white noise with mean zero. Define the stochastic process {$X_t$}, $t=1,2,3\ldots$ by X_t=\alpha X_{t-1}+Z_t. Consider a sample $X_1,X_2,$ $\dots,$ $X_{200}$ taken from {$X_t$} on 200 consecutive time points. Let the mean of these observations be $\bar{X}$.
Part (a) Suppose $\alpha=$. Compared to the sample mean of a sample of size 200 taken at random from a random variable with the same variance as {$X_t$}, $\bar{X}$ will have [ANS] A. the same variance.  B. lower variance.  C. higher variance.
Part (b) Compared to the sample mean of a sample of size 100 taken at random from a random variable with the same variance as {$X_t$}, $\bar{X}$ will have [ANS] A.  B.  C.
Part (c) Now suppose $\alpha=$. Compared to the sample mean of a sample of size 200 taken at random from a random variable with the same variance as {$X_t$}, $\bar{X}$ will have [ANS] A. lower variance.  B. the same variance.  C. higher variance.","A, C, C",51.27,4
541,The domain of the function $ f(x)=x+\frac{7}{3x-15}$ is all real numbers $x$ except for where $x$ equals [ANS],5,99.0,1
542,"The length (in pages) of math research projects is given below. Using this information, calculate the range, variance, and standard deviation.
27, \ 21, \ 26, \ 31, \ 21, \ 36, \ 23, \ 14, \ 299 range $=$ [ANS]
variance $=$ [ANS]
standard deviation $=$ [ANS]
The lack of what property of the standard deviation accounts for its sensitivity to the one data value that is significantly larger than the other ones? [ANS] A. Resistance  B. Decreasing property  C. All of the above","285.0, 7457, 86.35",26.78,5
543,"Find the answer to the nearest cent when you perform each division. Your answer should include a dollar sign and a decimal point. $45 \; \begin{array}{|l} \hline \$64.13 \end{array}$=[ANS]
$\$49.81 \div 92=$ [ANS]","\$1.43, \$0.54",62.92,3
544,"Can the following function be written in the form of an exponential function or a power function? If not, be sure you can explain why.
s(x)=\frac{8}{7x^{-3}} [ANS] A. It is a power function.  B. It is an exponential function.  C. It is neither an exponential nor power function.",A,77.43,3
545,Suppose that you have zero dollars now and that the average rate of change in your net worth is \$8000 per year. How much money will you have in 50 years? answer=[ANS] dollars,400000,99.0,1
546,"Compute:
$2\times 46$=[ANS]
$2\times 63$=[ANS]
$2\times 73$=[ANS]
$2\times 36$=[ANS]
$2\times 86$=[ANS]","92, 126, 146, 72, 172",97.68,1
547,"Inscribe a rectangle of base $b$ and height $h$ in a circle of radius one, and inscribe an isosceles triangle in the region of the circle cut off by one base of the rectangle (with that side as the base of the triangle). For what value of $h$ do the rectangle and triangle have the same area?",H,99.0,1
548,"The selling price of a textbook is \$144.00. If the markup is 20\% of the bookstore's cost, what is the bookstore's cost of the textbook? a) Write an equation to model the problem. Use x to represent the number. Answer: [ANS]
b) Solve the equation to find the bookstore's cost. (Note: Your answer should be in the form \$ddd.cc. \$ddd.cc.) Answer: [ANS]",120.00,96.23,1
549,"We now define an algorithm: The definition of a(n) is the number of ways to write n as the sum of two squares, allowing permutations of the squares. Given the input x_list (a series of values): [98, 99, 100, 101, 102, 103, 104, 105, 106, 107], determine the corresponding output sequence y_list.",J,77.43,3
550,"Evaluate $\int\int\int_{E}{z \, dV}$, where $E$ is the region defined by:
$$
E = \left\{ (x,y,z) \mid -y \le x \le y, \, 0 \le y \le 1, \, 0 \le z \le 1-x^4-y^4 \right\}
$$",J,77.43,3
551,"Suppose $\cos(\alpha)=\frac{-6}{8}$ and $\sin(\alpha)$ is positive. If the point $(-6,y)$ is on the terminal side of the angle $\alpha$ then (without simplifying any square roots) $y=$ [ANS]",\sqrt{28},77.43,3
552,"How much money do winners go home with from the television quiz show Jeopardy? To determine an answer, a random sample of winners was drawn and the amount of money each won was recorded and listed below. Estimate with 96\% confidence the mean winning's for all the show's players.
\begin{array}{ccccc} 36686 & 37471 & 39504 & 31088 & 31673 \\ 36402 & 36540 & 32475 & 34941 & 38110 \\ 30450 & 35200 & 33608 & 32991 & 33749 \\ \end{array} UCL=[ANS]
LCL=[ANS]","33150, 36300",95.51,1
553,"IQ scores have a mean of 100 and a standard deviation of 15. John has an IQ of 124. What is the difference between John's IQ and the mean? [ANS]
Convert John's IQ score to a z score: [ANS]",1.600,65.42,3
554,Consider a random walk on a connected graph with 4 edges. What is the highest possible entropy rate? Use base 2 logarithm and return the entropy rate in bits.,A,77.43,3
555,"A newspaper conducted a statewide survey concerning the 1998 race for state senator. The newspaper took a SRS of $n=1300$ registered voters and found that 670 would vote for the Republican candidate. Let $p$ represent the proportion of registered voters in the state who would vote for the Republican candidate. We test $H_0: p=.50$ $H_a: p >.50$
(a) What is the $z$-statistic for this test? [ANS]
(b) What is the P-value of the test? [ANS]","1.109, 0.1336",36.78,5
556,Let $A=f(r)$ be the area of a circle with radius $r$ and $r=h(t)$ be the radius of the circle at time $t$. Which of the following statements correctly provides a practical interpretation of the composite function $f(h(t))$? Select all that apply if more than one is appropriate. [ANS] A. The length of the radius at time $t$.  B. At what time $t$ the area will be $A=f(r)$.  C. The area of the circle at time $t$.  D. The area of the circle which at time $t$ has radius $h(t)$.  E. At what time $t$ the radius will be $r=h(t)$.  F. The length of the radius of a circle with area $A=f(r)$ at time $t$.  G. None of the above,"C, D",97.54,1
557,"Find the absolute value of this number.
${|{5}|=}$ [ANS]",6,81.65,2
558,Find an equation for the linear function which has $f(250)=1600$ and $f(650)=4200$ $f(x)=$ [ANS],f(x) = 6.5x - 25,55.37,4
559,Multiply the following: ${-{8 {\textstyle\frac{3}{4}}} \cdot {32}}$ [ANS],-280,99.0,1
560,"A standardized variable always has [ANS] A. mean 0 and changing standard deviation  B. changing mean and standard deviation 1  C. mean 0 and standard deviation 1  D. changing mean and changing standard deviation
The z-score corresponding to an observed value of a variable tells you the number of standard deviations that the observation is from the mean [ANS] A. True  B. False
A positive z-score indicates that the observation is [ANS] A. above the mean  B. below the mean","C, A, A",97.68,1
561,Find the prime factorization of 30!.,E,77.43,3
562,"Identify the smallest natural number (positive integer) $f$ such that for every integer $g$ with $0 < g < 2423$, there exists an integer $d$ for which satisfies the expression \[ \frac{g}{2423} < \frac{d}{f} < \frac{m+1}{2424}. \]",H,62.1,3
563,A painting is on sale at ${\$560.00}$. Its original price was ${\$700.00}$. What percentage is off its original price? Fill in the blank with a percent. Solution: The painting was [ANS] off its original price.,21,45.37,4
564,"Compute private key $( \mathbf{d}, \mathbf{p}, \mathbf{q} )$, waht is th public key (e=23, n=233^ 241=56,153).",D,99.0,1
565,"Order these decimals from biggest to smallest:
${-7.6,-7.006,-7.06}$ [ANS] > [ANS] > [ANS]","-7.006, -7.06, -7.6",97.68,1
566,The expression \sqrt{180}-\sqrt{45} equals [ANS] $\times\sqrt{5}$.,3,99.0,1
567,"Which of the following statements is false? [ANS] A. The intervals in a frequency distribution may overlap to ensure that each observation is assigned to an interval  B. The number of class intervals we select in a frequency distribution depends entirely on the number of observations in the data set  C. Although the frequency distribution provides information about how the numbers in the data set are distributed, the information is more easily understood and imparted by drawing a histogram  D. A frequency distribution counts the number of observations that fall into each of a series of intervals, called classes that cover the complete range of observations
In general, incomes of employees in large firms tend to be: [ANS] A. positively skewed  B. symmetric  C. negatively skewed  D. none of the above","A, A",97.68,1
568,"Add as indicated: a) $-4+(-6)=$ [ANS]
b) $-6+9=$ [ANS]","-10, 3",97.68,1
569,"Let $p$ be an odd prime.
What is the order of $G L_{2} ( \mathbb{F}_{p} )?$",B,99.0,1
570,"We now define an algorithm: The definition of a(n) is the number of single paradiddles (a four-note drum sticking pattern consisting of two alternating notes followed by two notes on the same hand) that can be formed using n drum hits. Given the input x_list (a series of values): [86, 87, 88, 89, 90, 91, 92, 93, 94, 95], determine the corresponding output sequence y_list.",E,36.1,5
571,"Given positive integers $d$, define the sequence $s(d)$ by the following rules: $s(1) = 1$, $s(2d) = s(d)$, and $s(2d+1) = (-1)^d s(d)$. Find the value of \[ \sum_{d=1}^{3881} s(d) s(d+2). \]",B,63.1,3
572,"A football team gains 8 yards on first down, loses 6 on second down and then gains 6 on third down. An appropriate expression describing this result is [ANS] $+$ [ANS] $+$ [ANS]
and the result of the three plays is a total of [ANS] yards. (It is possible for the answer to be a negative number.)","8, -6, 6, 8",97.68,1
573,"A room needs to be painted. It would take Fabrienne $9$ hours to paint the whole room, and it would take Haley $8$ hours to paint the whole room. If they work together, what fraction of the room can be painted in one hour?
If they work together, they can paint [ANS] of the room in one hour.",\frac{17}{72},99.0,1
574,"Given $A=\left( \begin{matrix} {{{{4}}}} & {{{{-5}}}} & {{{{2}}}} \\ {{{{5}}}} & {{{{-7}}}} & {{{{3}}}} \\ {{{{6}}}} & {{{{-9}}}} & {{{{4}}}} \\ \end{matrix} \right)$ , what are the eigenvectors of $\mathsf{A}$?",E,69.67,3
575,"Let the domain of discourse $R$ be the real number field, and $A$ be a triangular $\mathrm{F}$ set parameterized by $(a, \sigma)$, where
$$
A(x) =
\begin{cases}
\frac{1}{\sigma}x + \frac{\sigma-a}{\sigma} & a-\sigma \leqslant x \leqslant a, \\
-\frac{1}{\sigma}x + \frac{\sigma+a}{\sigma} & a < x \leqslant a+\sigma, \\
0 & \text{others}.
\end{cases}
$$
If $A(x) = 0$ or $1$, what are the possible values of $x$?",G,99.0,1
576,"It takes Sadie $2$ day(s) more to build a shed than Mable. If they build it together, it would take them ${\textstyle\frac{5}{12}}$ day(s). How long would it take each of them working alone? Sadie: [ANS] day(s) Mable: [ANS] day(s)",53,49.19,4
577,"To ensure that the three roots of the polynomial $x^{3} + a x^{2} + b x + c$ form an arithmetic sequence, what conditions should its coefficients satisfy?",F,99.0,1
578,"A random sample of 49 female cottonmouth snakes yielded a sample mean of 8.31 snakes per litter. Assume that $\sigma=2.4$. a) Use the data provided above to obtain an approximate 95.44\% confidence interval for the mean number of young per litter of all female cottonmouths. Confidence interval: ([ANS], [ANS]).
b) How confident are you that your interval from part (a) contains the mean number of young per litter of all female cottonmouths? [ANS] \%.","7.624,8.996,95.44",55.37,4
579,Evaluate $\lim_{x \to 0^{+}} \left( \left( \frac{ \tan(4 \cdot x) }{ 4 \cdot x } \right)^{\frac{ 1 }{ 2 \cdot x^2 }} \right)$ using L'Hopital's Rule.,C,99.0,1
580,"Compute the limit using L'Hopital's Rule:
$$
\lim_{x \to 0} \left( \frac{ 1 }{ x^2 } - \cot(x)^2 \right)
$$",D,99.0,1
581,"Let $y=y \left(x \right)$be such that $y^{\prime}+2 \left(\operatorname{l n} x+1 \right) y=0, y \left(1 \right)=1$, Then the maximum value of $y (x)$ on (0, 1] is ( ).",F,99.0,1
582,"A pile of logs has $45$ logs in the bottom layer, $44$ logs in the next layer, $43$ logs in the next layer, and so on, until the top layer has $1$ log. How many logs are in the pile? Answer (in logs): [ANS]",1035,99.0,1
583,"Hannah has a $2024 \times 2025$ rectangle in the coordinate plane, with sides parallel to the axes. She makes a cut from one side to another side which only goes down and/or right along grid lines. Then she puts the two pieces together, possibly with rotations and/or reflections without overlaps or gaps, to form a new rectangle which is not congruent to the original. How many possible new rectangles can she produce? (An $a \times b$ rectangle is considered the same as a $b \times a$ rectangle.)",1,95.51,1
584,"A mass is oscillating on the end of a spring. The distance, $y$, of the mass from its equilibrium point is given by the formula
y=7 z \cos (12 \pi w t) where $y$ is in centimeters, $t$ is time in seconds, and $z$ and $w$ are positive constants.
(a) What is the furthest distance of the mass from its equilibrium point? distance=[ANS] cm (b) How many oscillations are completed in 1 second? number of oscillations=[ANS]",6.000,51.79,4
