id,subject,type,n_ans_slots,wolfram_status,wolfram_answer,confidence,batch,computable,notes,question_preview
0590,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Let $P(x) = (1 + x)(1 + 2x^2)(1 + 3x^4)(1 + 4x^8)(1 + 5x^{16})$ . Find the three
0591,trigonometry,free_multi,8,DONE,"1.081, 1.683, 1.819, -0.832, 3.162, -0.322, 4.123, 1.326",HIGH,B4,YES,trig identity expansion 8-slot; note negative slot 4,Here is a little more review concerning trig functions. Using the formula for si
0592,other,MCQ,0,UNVERIFIED,,,,MAYBE,,A parallel beam of light ray parallel to the X-axis is incident on a parabolic r
0593,trigonometry,free_single,1,DONE,19.4,HIGH,B11,YES,bearing navigation: d=15.5*sin(43.4)/sin(96.1)*cos(52.5-...)=19.43~19.4; teacher/best agree,A ship is sailing due north. At a certain point the bearing of a lighthouse is N
0594,statistics,MCQ,0,DONE,expectation/variance of given discrete X,MED,B24,YES,discrete distribution moment; MCQ best=F,Let the probability distribution of the random variable $\mathrm{X}$ be $\mathrm
0595,statistics,free_multi,2,DONE,"A, D, E, G, probability",MED,B11,YES,"logistic likelihood MCQ: A(deviance>=0),D(logL<=0),E(L<=1),G(L>=0) + word=probability; best=product WRONG",This question concerns the likelihood for logistic regression. Suppose your data
0596,other,MCQ,0,UNVERIFIED,,,,MAYBE,,We now define an algorithm: The definition of a(n) is the sequence obtained by a
0597,geometry,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B24,YES,triangle extension competition; best=B,$ABC$ is a triangle with integer side lengths. Extend $\overline{AC}$ beyond $C$
0598,algebra,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B11,YES,"quadratic form to standard form; hard linear algebra; teacher=G, best=D; not computable",What is the result of replacing the following quadratic form with the standard f
0599,statistics,free_single,1,DONE,1.81,HIGH,B11,YES,"SE=8.5/sqrt(22)=1.812; teacher=1.81, best=1.8123; all agree",An SRS of size 22 is drawn from a population that has a normal distribution. The
0600,linear_algebra,MCQ,0,DONE,"eigenvalues of block matrix [[0,A],[B,0]]",MED,B24,YES,block antidiagonal eigenvalues = +/-sqrt(eig(AB)); MCQ best=I,"Let the matrix \( N = \begin{bmatrix} 0 & A \\ B & 0 \end{bmatrix} \), where \( "
0601,algebra,free_multi,2,DONE,(3s-1)(2s+1),HIGH,B16,YES,factor 6s^2+s-1=(3s-1)(2s+1); best correct,Factor the expression and simplify your answer as much as possible: $6 s^2+s-1=\
0602,statistics,free_multi,3,DONE,"-70.8, 0.719, 53.6",MED,B16,YES,supermodel ht/wt regression 3-slot; best plausible,Heights (in centimeters) and weights (in kilograms) of $7$ supermodels are given
0603,statistics,free_multi,3,DONE,median least affected by outlier etc,MED,B24,YES,"outlier-robustness MCQ; best=""C,A,B""; conceptual","For each problem, select the best response. (a) Which of the following is least "
0604,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"A ray of light passing through the point A$(1, 2, 3)$, strikes the plane $x + y "
0605,other,free_single,1,UNVERIFIED,,,,MAYBE,,A mountain moves toward the west by $7.6$ millimeters per year. In the past $6$ 
0606,number_theory,MCQ,0,DONE,181,HIGH,B11,YES,"least odd prime of y_25 (same recurrence as 0017); y_25 mod 181=0 confirmed; teacher=E, best=A","Consider the sequence defined by $y_0=1$, $y_1=2$, and $y_a=4y_{a-1}-y_{a-2}$ fo"
0607,geometry,free_multi,18,DONE,"0, 0, 4, 0, 0, 14, 6, 6, 20, -6, -6, 0, -4, -4, 10, -4, -4, -12",HIGH,B11,YES,"sphere centers 18-slot; teacher/best agree (same values, different format)",What center should a sphere of radius 4 have so that it sits on the xy plane wit
0608,trigonometry,free_multi,4,DONE,"B, A, A, 1981",HIGH,B11,YES,"time-vs-year: B(not fn), A(fn), A(record meaning), 1981; best=1981 is undercount (only slot4)","Since Roger Bannister broke the 4-minute mile on May 6, 1954, the record has bee"
0609,other,free_single,1,UNVERIFIED,,,,MAYBE,,A convertible and a minivan leave a highway junction at the same time. The conve
0610,geometry,free_single,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"complex plane perimeter; competition; teacher=4pi, best=8pi/3+2sqrt(3)",Let $R$ be the region in the complex plane enclosed by the curve $f(\theta)=e^{i
0611,statistics,free_single,1,DONE,1.356,HIGH,B18,YES,"SE=sqrt(SSE/(n-2))=sqrt(57/31)=1.356; DISCREPANCY (best=""PLACEHOLDER_0611"" broken)",A regression line using 33 observations produced SSR=140 and SSE=57. Determine t
0612,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Write the following rational number in simplest form: $\frac{24560172}{29255499}
0613,linear_algebra,MCQ,0,DONE,beta linear combo coefficients (solve system),MED,B24,YES,express beta in basis; MCQ best=I,"What is the expression for $\beta$ being linearly represented by $\alpha_{1}, \a"
0614,algebra,MCQ,0,DONE,x(x-a)(x-b)(x-c)+1 factorable condition,MED,B24,YES,factorization condition; MCQ best=I,Allow the expression $x \left( x-a \right) \left( x-b \right) \left( x-c \right)
0615,algebra,free_multi,2,DONE,"14, 9",MED,B24,YES,"cyclist two-speed word problem; best=14,9 plausible",An amateur cyclist is training for a road race. He rode the first 42-mile portio
0616,trigonometry,MCQ,0,DONE,y=C1 cos x+C2 sin x -(1/3)sin 2x,HIGH,B24,YES,y''+y=sin2x: y_p=-1/3 sin2x; MCQ best=J,The general solution of the equation $y''+y= sin 2 x$ is
0617,other,free_multi,4,UNVERIFIED,,,,MAYBE,,Describe a series of shifts which translates the graph $y=(x-7)^3-6$ back onto t
0618,trigonometry,MCQ,0,DONE,volume rotating arcsin region about x-axis,MED,B24,YES,V=pi*int arcsin^2... computable; MCQ best=A,The volume of the solid of revolution formed by rotating the region bounded by t
0619,statistics,free_multi,3,DONE,"-3.226, 0.001230, A",MED,B16,YES,two-sample t-test 3-slot; best plausible,Test the claim that the two samples described below come from populations with t
0620,statistics,free_multi,4,DONE,"4/sqrt(7), 16/7, 2.167, B",HIGH,B12,YES,"chi-sq test: s=4/sqrt(7), chi2=16/7, crit=2.167(df7,alpha0.05), B=FTR; best=B undercount(4->1)",A random sample of $n=8$ observations from a normal population produced the foll
0621,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Two numbers have a sum of $153$. If one number is $k$, represent the other numbe"
0622,statistics,free_multi,4,DONE,"3.854, 2.567, Yes",PARTIAL,B4,YES,slot 4 unknown (interpretation phrase),There is a lot of interest in the relationship between studying music and studyi
0623,other,free_multi,6,UNVERIFIED,,,,MAYBE,,"Now that we have looked at the Gauss Trick, we would like to see why it works. M"
0624,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"If f(2x) = x + 5 and f(g(6)) = 13, then 2 * g(6) ="
0625,algebra,free_single,1,DONE,5(x+2)(x+3),HIGH,B24,YES,5x^2+25x+30=5(x+2)(x+3); MATCH (best correct),Factor out the greatest common factor first and place it in front. Then factorin
0626,calculus,MCQ,0,DONE,complex path integral of |z|,MED,B24,YES,int|z|dz over line vs semicircle; MCQ best=G,"Calculate the integral $\int_{-1}^{1} \mid z \mid \mathrm{d} z$, with the integr"
0627,geometry,free_single,1,DONE,1090,HIGH,B24,YES,"SA=163pi -> r=sqrt163/2, V=163sqrt163 pi/6=1089.6~1090; MATCH (best correct)","Given that the surface area of a sphere is 163 $\pi$ cm $^2$, find its volume. N"
0628,other,free_multi,4,UNVERIFIED,,,,MAYBE,,Round the decimal $75.6733$ to the specified places. Round to a whole number: [A
0629,other,free_single,0,UNVERIFIED,,,,MAYBE,,"There are $n$ cities in a country, where $n \geq 100$ is an integer. Some pairs "
0630,other,free_multi,2,UNVERIFIED,,,,MAYBE,,5.751+66.23=[ANS] 571.7-7.335=[ANS]
0631,calculus,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B24,YES,Putnam binomial-series integral competition; best=A,Define $C(\alpha)$ to be the coefficient of $x^{1992}$ in the power series about
0632,other,free_single,1,UNVERIFIED,,,,MAYBE,,Evaluate this expression: ${3+4(113-4\cdot3^{3})=}$ [ANS]
0633,algebra,free_multi,2,DONE,"B, D, 8",HIGH,B5,YES,multi-select + value 3-slot,(a) What operation on both sides of the equation $7x=56$ isolates the variable o
0634,other,free_single,1,UNVERIFIED,,,,MAYBE,,A book is opened to a page at random. The product of the facing page numbers is 
0635,algebra,free_multi,3,DONE,"37.60, 0.7460, -25.40",HIGH,B24,YES,"Q=37.6(0.746)^t: a=37.6,b=0.746,r=-25.4%; MATCH (best correct)","Suppose $Q=37.6(0.746)^t$. Give the starting value $a$, the growth factor $b$, a"
0636,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Let $n$ be a positive integer. There exist $n$ ordered triples$$(x_1, y_1, z_1),"
0637,other,free_multi,6,UNVERIFIED,,,,MAYBE,,"For each set of Polar coordinates $(r,\theta)$, match the equivalent Cartesian c"
0638,statistics,free_multi,4,DONE,"0.15, (-infty, -1.75)U(1.75, infty), 0.88, D",HIGH,B5,YES,proportion z-test 4-slot,An Office of Admission document claims that 55.9\% of UVA undergraduates are fem
0639,statistics,free_single,1,DONE,3.325,HIGH,B24,YES,ME=(21.16-14.51)/2=3.325; MATCH (best correct),Suppose you calculate a 99\% confidence interval of 14.51 to 21.16. Determine th
0640,other,MCQ,0,UNVERIFIED,,,,MAYBE,,What is the coefficient of $x^3y^{13}$ in $\left(\frac 12x + y\right)^{17}$ ?
0641,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Estimate the product by rounding each of the given values to the nearest tenth. 
0642,trigonometry,free_multi,3,DONE,"6, pi/3, 13",HIGH,B12,YES,"y=7+6cos(6x): amp=6, period=2pi/6=pi/3, max=7+6=13; teacher/best agree",Consider the function $y=7+6 \cos(6x)$. (a) What is its amplitude? [ANS]. (b) Wh
0643,other,free_multi,5,UNVERIFIED,,,,MAYBE,,Are the following statements true or false? [ANS] 1. If $f$ and $h$ are reciproc
0644,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B24,YES,count n<=2010 with phi(n)|n competition; best=A,"How many positive integers $n\le 2010$ satisfy $\phi (n)|n$ , where $ \phi (n)$ "
0645,other,free_single,1,UNVERIFIED,,,,MAYBE,,"A flight costs \$11,500 to operate, regardless of the number of passengers. Each"
0646,calculus,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"Taylor error bound MCQ; teacher=A, best=J; not computed","Find a ""reasonable"" upper-bound on the error in approximating $f(x) = (x-1) \cdo"
0647,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"OEIS period-of-reciprocal MCQ; teacher=J, best=B",We now define an algorithm: The definition of a(n) is: Periods of reciprocals of
0648,algebra,free_multi,2,DONE,"11.51 + 0.83x, 30.60",HIGH,B24,YES,wage W=11.51+0.83x; at x=23 -> 30.60; MATCH (best correct),"A manufacturer pays its assembly line workers \$11.51 per hour. In addition, wor"
0649,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Let $n$ be a positive integer. Given an $n\times n$ board, the unit cell in the "
0650,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Let $f(x) = \mathrm{e}^{x}$. On the interval $\left[ 0, 1 \right]$, provide a ta"
0651,other,free_multi,2,UNVERIFIED,,,,MAYBE,,The rat population in a major metropolitan city is given by the formula $ n(t)=7
0652,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Let $G$ be a finite abelian group. There is a magic box $T$. At any point, an el"
0653,algebra,free_multi,3,DONE,"(600-45t)/7, 85.71, 47.14",MED,B24,YES,nicotine linear decay 3-slot; best plausible,Nicotine leaves the body at a constant rate. At a time of $4$ hours after smokin
0654,algebra,free_multi,4,DONE,"sqrt(19), 2, 2, 2",HIGH,B24,YES,"piecewise f: f(12)=sqrt19, f(-7)=f(pi)=f(-7.1)=2; MATCH (best correct)","Find $\small{f(12), f(-7), f(\pi), \;\mbox{and}\; f(-7.1)}$ for: \small{f(x)=\be"
0655,algebra,free_single,1,DONE,S = 0.85*L,HIGH,B12,YES,15% discount: S=0.85L; trivial; best=1 is completely wrong,A store is offering a 15\% discount on all items. Write an equation relating the
0656,algebra,free_single,1,DONE,6x^2 - 23x + 15,HIGH,B24,YES,"roots 5/6,3: (6x-5)(x-3)=6x^2-23x+15; MATCH (best correct)",Enter a quadratic polynomial which has roots at 5/6 and 3. [ANS]
0657,statistics,free_multi,8,DONE,"172.52, 187.48, 172.87, 187.13, 0, 5.167, -10.33, 10.33",HIGH,B5,YES,difference of means 8-slot,The purpose of this question is to compare the variability of $\overline{x}_1$ a
0658,algebra,MCQ,0,DONE,best degree-2 uniform (Chebyshev) approx of 4x^3+2x^2+x+1,MED,B25,YES,minimax approx; remove Chebyshev term 4x^3 -> x*3=...; MCQ best=A,Let $f(x) = 4x^3 + 2x^2 + x + 1$. Try to find a polynomial $P_2(x)$ of degree no
0659,other,free_single,1,UNVERIFIED,,,,MAYBE,,"Suppose that for a given data set, $s_x^2=550, \quad s_y^2=820, \quad \mbox{cov}"
0660,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Find $I=\int \frac{ 5 }{ 1+\sqrt{(x+1)^2+1} } \, dx$."
0661,algebra,free_multi,2,DONE,"r=4+h/1000, w=28800000/...",MED,B25,YES,astronaut weight model 2-slot; best plausible,An astronaut $r$ thousand miles from the center of the earth weighs $2880/r^2$ p
0662,other,free_single,1,UNVERIFIED,,,,MAYBE,,Fabrienne hired a face-painter for a birthday party. The painter charged a flat 
0663,other,MCQ,0,UNVERIFIED,,,,MAYBE,,We now define an algorithm: The definition of a(n) is Lucas and Lehmer numbers w
0664,other,free_multi,2,UNVERIFIED,,,,MAYBE,,Express each decimal as a fraction or mixed number in simplest form. 1) 0.83=[AN
0665,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Let $f(x)=\int_{x}^{{{x}^{2}}}{{{e}^{-x{{y}^{2}}}}} \text{d}y$, then ${f}'(y)=$"
0666,statistics,free_multi,2,DONE,"76*1.532^t, 42.68",HIGH,B16,YES,exp model: S(t)=76*(419/76)^(t/4)=76*1.532^t; best=42.68 undercount (missing equation),Suppose that the sales at Borders bookstores went from $76$ million dollars in $
0667,algebra,MCQ,0,DONE,particular solution of y''[x+(y')^2]=y',MED,B25,YES,nonlinear ODE; MCQ best=H,Find the particular solution of the differential equation $y''[x+(y')^{2}] = y'$
0668,other,MCQ,0,UNVERIFIED,,,,MAYBE,,Compute the largest integer $n$ such that $2005^{2^{100}} - 2003^{2^{100}}$ is d
0669,other,MCQ,0,UNVERIFIED,,,,MAYBE,,A particle has a velocity u towards the east at t = 0. Its acceleration is towar
0670,other,MCQ,0,UNVERIFIED,,,,MAYBE,,What is the number of iterations required in total to generate all the sub-keys 
0671,other,free_multi,2,UNVERIFIED,,,,MAYBE,,5.7 $\times$ 0.3=[ANS] 56.6 $\div$ 0.5=[ANS]
0672,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Evaluate $L=\lim_{(x,y) \to (-1,1)}\left(\frac{ x \cdot y \cdot (x+y)-5 \cdot y "
0673,number_theory,free_single,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B25,YES,2025x2025 board competition; best=3497040,"Consider a $2025\times 2025$ board where we identify the squares with pairs $(i,"
0674,statistics,free_single,1,DONE,8x + 7,HIGH,B25,YES,(5x+2)+(3x+5)=8x+7; MATCH (best correct),"Add the two binomials, making sure to simplify your answer as much as possible. "
0675,geometry,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"OEIS Hurwitz-Radon MCQ; teacher=B, best=INVALID",We now define an algorithm: The definition of a(n) is given by the Hurwitz-Radon
0676,algebra,free_multi,3,DONE,"D, A, A",MED,B12,YES,study design MCQ 3-slot; teacher correct; best=A (1 of 3 slots); conceptual,One hundred volunteers who suffer from severe depression are available for a stu
0677,statistics,MCQ,0,DONE,mean home runs = 2,MED,B25,YES,Red Sox HR mean=(16)/8=2; MCQ best=F,"The number of home runs the Boston Red Sox hit in eight consecutivegames were 2,"
0678,statistics,free_single,1,DONE,13960,HIGH,B25,YES,"enrollment linear: slope 116.67, 2007 pred=11510+116.67*21=13960; MATCH (best correct)",Teaneck High had an enrollment of 11510 in 1986 and an enrollment of 12910 in ye
0679,geometry,free_single,1,DONE,11,HIGH,B12,YES,silo radius: 40pi*r^2+(2/3)pi*r^3=18000 -> r=11.002~11; teacher correct; best=answer WRONG,A grain silo consists of a cylindrical main section and a hemispherical roof. If
0680,calculus,free_multi,4,DONE,"0.035, 0.0525, 0.0775, A",MED,B16,YES,avg rates of change 4-slot; best has all 4; (21.64-21.5)/4=0.035 confirms slot1,"Calculate the successive average rates of change for the function, $H(x)$ in the"
0681,statistics,free_multi,4,DONE,"28900, 170, 135, 205",HIGH,B12,YES,artist revenue: max=28900 at price=170; 135/205 are symmetric prices at revenue=27675; best missing first 2 slots,"Currently, an artist can sell $240$ paintings every year at the price of ${\$100"
0682,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"ordered triples GCD competition; teacher=G, best=INVALID","Let $N$ be the number of ordered triples $(a,b,c)$ of positive integers such tha"
0683,other,free_single,1,UNVERIFIED,,,,MAYBE,,Change the fraction ${-{\textstyle\frac{13}{20}}}$ into a decimal. ${{-{\textsty
0684,statistics,free_single,1,DONE,-1.55,HIGH,B12,YES,critical z left-tail alpha=0.06: InvNorm(0.06)=-1.555; teacher=-1.55; best=answer WRONG,Find the critical $z$ value for a left-tailed test using a significance level of
0685,other,free_single,1,UNVERIFIED,,,,MAYBE,,In which of the following scenarios will conducting a paired $t$-test for means 
0686,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"If a real number x is chosen at random in the interval [0, 3] and a real number "
0687,algebra,free_single,1,DONE,24500,MED,B25,YES,late-fine equation value; best=24500 plausible,A construction company must pay a fine for completing a job late. The company us
0688,other,free_single,0,UNVERIFIED,,,,MAYBE,,"In Mexico, there live $n$ Mexicans, some pairs of which know each other. They de"
0689,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"During a one-month promotional campaign, Tiger Films gave either a free DVD rent"
0690,algebra,MCQ,0,DONE,5.2340,HIGH,B12,YES,log_pi(400)=ln(400)/ln(pi)=5.2340; value confirmed; MCQ letter H (teacher); best=G,Use common logarithms or natural logarithms and a calculator to evaluate to four
0691,statistics,free_single,1,DONE,"(19.67, 26.99)",MED,B25,YES,golf rounds CI for 12 physicians; best plausible,How many rounds of golf do those physicians who play golf play per year? A surve
0692,trigonometry,free_single,1,DONE,1.24,HIGH,B25,YES,x=3.8cos(x) positive root=1.2387~1.24; MATCH (best correct),Find the positive value of $x$ which satisfies $x=3.8 \cos(x)$. Give the answer 
0693,other,free_multi,3,UNVERIFIED,,,,MAYBE,,Let $y=f(x)$ be a periodic function whose values are given below. Find the perio
0694,other,free_multi,4,UNVERIFIED,,,,MAYBE,,"Bea T. Howen, a sophomore college student, lost her scholarship after receiving "
0695,trigonometry,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"infinitesimals comparison; teacher=E, best=INVALID; not Wolfram-computable","Arrange the infinitesimal quantities $\alpha=\sqrt{1+x^{2}}-\cos x \, \quad\beta"
0696,algebra,free_multi,2,DONE,"x+8, -81",HIGH,B12,YES,"complete square: x^2+16x-17=(x+8)^2-81; teacher=""x+8,-81"", best=""-8,-81"" (h value vs expression)",Complete the square by writing $-17+16x+x^2$ in the form $(x-h)^2+k$. Note: the 
0697,other,free_single,1,UNVERIFIED,,,,MAYBE,,Suppose $r$ varies directly with $t$ and that $r=30$ when $t=5$. What is the val
0698,other,free_single,1,UNVERIFIED,,,,MAYBE,,It’s give that $76\cdot67=5092$. Use this fact to calculate the following: ${7.6
0699,other,free_multi,2,UNVERIFIED,,,,MAYBE,,The expression x^{3}\left(\frac{1}{7} x^{4}\right)(42x^{-10}) equals $c/x^e$ whe
0700,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"reciprocity sum competition; teacher=F, best=A; not Wolfram-computable",Let $p$ and $q$ be two coprime positive integers. What is $$ \sum_{0 < x < \frac
0701,other,free_single,1,UNVERIFIED,,,,MAYBE,,You are flying in an open plane at an altitude of 7744 feet and you drop a Coca 
0702,algebra,free_single,1,DONE,-u^4 - 4u^3 + 3u^2 - 6u - 8,HIGH,B25,YES,poly sum; MATCH (best correct),Perform the operation (-u^4-2 u^3-u^2-5 u-5)+(-2 u^3+4 u^2-u-3) and combine line
0703,calculus,MCQ,0,DONE,int 6/sin^6(3x) dx (messy),MED,B25,YES,computable reduction; MCQ best=B,"Compute the integral: $$ \int \frac{ 6 }{ \sin(3 \cdot x)^6 } \, dx $$"
0704,statistics,free_multi,3,DONE,"3.652, 1.645, B",HIGH,B12,YES,proportion z-test 3-slot; teacher/best agree (minor rounding: 3.65 vs 3.652),A new cream that advertises that it can reduce wrinkles and improve skin was sub
0705,other,free_multi,4,UNVERIFIED,,,,MAYBE,,"Select True or False, depending on whether the corresponding statement is true o"
0706,other,free_single,1,UNVERIFIED,,,,MAYBE,,Find this expression’s value. Round your answer to two or more decimal places. $
0707,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"A man invests his savings in two accounts, one paying 6 percent and the other pa"
0708,other,free_multi,2,UNVERIFIED,,,,MAYBE,,One number is $9$ less than a second number. Find a pair of such number that the
0709,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B25,YES,OEIS Pisano period; best=E,We now define an algorithm: The definition of a(n) is the period length of the s
0710,trigonometry,free_single,1,DONE,"1.838, 4.729",HIGH,B25,YES,"8cos(x+3)=1: x=-3+2pi+/-arccos(1/8)=1.838,4.729; MATCH (best correct)",Find all solutions to the equation $ 8 \cos(x+3)=1$ in the interval $0 \leq x \l
0711,geometry,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B25,YES,OEIS minimal 2-covers triangle; best=D,"We now define an algorithm: The definition of a(n) is: Triangle T(n,k) of number"
0712,algebra,free_multi,3,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"herbal tea study design MCQ 3-slot; conceptual; teacher=D,D,A, best=INVALID",A group of college students believes that herbal tea has remarkable restorative 
0713,algebra,free_multi,2,DONE,"-3, not real",HIGH,B16,YES,-5thrt(243)=-3; 4thrt(-81)=not real; best correct,Simplify. (a) $-\sqrt[5]{243}=$ [ANS] (b) $\sqrt[4]{-81}=$ [ANS] Write your answ
0714,other,free_single,1,UNVERIFIED,,,,MAYBE,,Jason buys sports equipment worth \$ \$80.00 and pays 5\% sales tax. What is the
0715,other,free_multi,4,DONE,"5, 7, 9, 13, 8.5, 6, 7, 8, 9, 10, 11, 8.5",HIGH,B5,MAYBE,sampling distribution 4-slot (lists as slots); format risk,Consider the population of four juvenile condors. Their weights in pounds are: 5
0716,statistics,free_single,1,DONE,19/33,HIGH,B12,YES,R^2=SSR/(SSR+SSE)=95/165=19/33; Wolfram confirmed; best=answer WRONG,"Suppose that for a given least-squares regression, the sum of squares for error "
0717,other,free_single,1,UNVERIFIED,,,,MAYBE,,Evaluate the expression $6^3+6^5$. [ANS] [NOTE: Your answer cannot be an algebra
0718,statistics,free_multi,3,DONE,"65761800, 72704000, median(better)",HIGH,B16,YES,"mean=65,761,800 median=72,704,000; outlier 1200 -> median better; best=""median"" garbage undercount","Here is a list of some cities’ population: ${72704000,\;\;72120000,\;\;75396000,"
0719,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"How many ways are there to color the vertices of a cube with two colors, up to r"
0720,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"ODE truncation error proof; teacher=D, best=INVALID; requires analytical proof","The given initial value problem $$ \left\{\begin{array} {l} {y^{\prime}=ax+b,} \"
0721,statistics,free_multi,3,DONE,"D, A, A",HIGH,B5,YES,3-slot CLT/sampling MCQ,"For each problem, select the best response. (a) How much do you plan to spend fo"
0722,geometry,free_single,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B25,YES,polygon-vertices process competition; best=2051325,"At time $t=0$, Hobbes writes down positive real numbers at the vertices of a reg"
0723,trigonometry,free_multi,2,DONE,"-sqrt(3)/2, -sqrt(2)/2",HIGH,B12,YES,"sin(300)=-sqrt(3)/2, sin(225)=-sqrt(2)/2; teacher/best agree",Use an identity to find the exact value of each expression: Note: You are not al
0724,other,free_single,0,UNVERIFIED,,,,MAYBE,,"Find the smallest real number $M$ such that there exist four complex numbers $a,"
0725,statistics,free_multi,3,DONE,"41.30, 13.28, A",MED,B16,YES,chi-square gender/dept 3-slot; best plausible,"The number of men and women among professors in Math, Physics, Chemistry, Lingui"
0726,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"According to a salad recipe, each teaspoon of vinegar should be mixed with $6$ t"
0727,trigonometry,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B12,YES,"sum optimization competition; teacher=A, best=INVALID",Determine the greatest possible value of $\sum_{i=1}^{10} \cos(3x_i)$ for real n
0728,other,free_single,1,UNVERIFIED,,,,MAYBE,,After a 5\% raise your new salary is \$ 84000. Before the raise your salary was 
0729,linear_algebra,MCQ,0,DONE,eigenvalues of block-diagonal 4x4,MED,B25,YES,block-diagonal eigenvalues; MCQ best=G,Consider matrix $A=\left( \begin{matrix} {{{2}}} & {{{5}}} & {{{0}}} & {{{0}}} \
0730,other,MCQ,0,UNVERIFIED,,,,MAYBE,,"Evaluate $L=\lim_{P(x,y) \to P(m+n,m-n)}\left(\frac{ x^2-m \cdot x-x \cdot y+m \"
0731,number_theory,MCQ,0,INCONCLUSIVE,INCONCLUSIVE,INCONCLUSIVE,B25,YES,ordered pairs dividing 720^2 competition; best=J,"Find the number of ordered pairs of positive integers $(a,b)$ such that neither "
0732,linear_algebra,MCQ,0,DONE,-4,HIGH,B25,YES,"det B=det[a2-2a3,a1,a2]=-2|A|=-4 (same as item 0178); MCQ best=H","Let the 3rd order matrix `A = (alpha _1,alpha _2,alpha _3), B = (alpha _2-2alpha"
0733,statistics,free_multi,4,DONE,"68, 247, 97, 17",MED,B25,YES,"sample sizes for 4 confidence levels, sigma=55, E=11; best plausible",Determine the sample size required to estimate a population mean to within 11 un
0734,other,free_multi,2,UNVERIFIED,,,,MAYBE,,"Hill A is $5.56$ kilometers in height, while Hill B is $730$ meters in height. W"
0735,statistics,free_multi,7,DONE,5-number summary + IQR,MED,B25,YES,min/Q1/med/Q3/max/IQR of 20-value dataset 7-slot; best has all slots,Calculate the 5 number summary and the interquartile range of the following data
0736,other,free_single,1,UNVERIFIED,,,,MAYBE,,Rationalize the denominator. Use sqrt() for the square root symbol. For example:
0737,other,free_single,1,UNVERIFIED,,,,MAYBE,,Consider the following situation in which you borrow money from your cousin: On 
0738,statistics,free_multi,4,DONE,hypothesis-test conclusions,MED,B25,YES,"body-temp hypothesis test 4-slot; best=""A,C,A,A""; conceptual","Consider the following hypothesis test. The null hypothesis is ""The mean body te"
0739,algebra,free_single,1,DONE,Q/(1-Z),HIGH,B25,YES,Z=1-Q/U -> U=Q/(1-Z); MATCH (best correct),Solve the equation for $U$:  Z=1-\frac{Q}{U} $U=$ [ANS]
0740,algebra,free_single,1,DONE,5184/(81cos^2 t - 64 sin^2 t),HIGH,B25,YES,x^2/64-y^2/81=1 polar -> r^2=5184/(81cos^2-64sin^2); MATCH (best correct),Find a polar equation of the hyperbola $\left(\frac{x}{8}\right)^2-\left(\frac{y
