item_id,category,search_status,found_answer,source_url,source_type,confidence,notes
640,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
641,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
642,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
643,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
644,MCQ,GOLD,41,https://oeis.org/A007694/b007694.txt,OEIS,93,"OEIS A007694 Numbers k such that phi(k) divides k = exactly the set item 644 counts. b-file (fetched/read) lists terms in order; largest <=2010 is the 41st term (1944); 42nd term = 2048 > 2010. So count of n<=2010 with phi(n)|n = 41 (read as the index of last qualifying term, not computed). opt[0]=41 verbatim. UPGRADED PARTIAL->GOLD via readable OEIS b-file."
645,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
646,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
648,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
649,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
650,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
651,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
652,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
653,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
654,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
655,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
656,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
657,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
658,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
659,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
660,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
661,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
662,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
664,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
665,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
666,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
667,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
668,MCQ,GOLD,103,https://math.stackexchange.com/questions/1176874/compute-v-2-left20052100-20032100-right,math.stackexchange,95,"MSE 1176874 EXACTLY computes v_2(2005^(2^100)-2003^(2^100)). Page states ""I make that 103"" (LTE: v2(2)+v2(4008)+v2(2^100)-1=1+3+100-1=103). Item asks largest n with 2^n | that = 103. opt[6]=103 verbatim. GOLD."
669,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
670,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
671,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
672,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
673,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
674,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
676,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
677,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
678,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
679,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
680,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
681,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
682,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
683,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
684,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
685,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
686,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
687,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
688,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
689,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
690,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
691,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
692,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
693,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
694,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
695,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
696,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
697,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
698,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
699,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
700,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
701,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
702,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
703,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
704,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
705,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
706,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
707,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
708,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
710,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
712,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
713,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
714,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
715,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
716,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
717,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
718,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
719,MCQ,GOLD,23,https://math.stackexchange.com/questions/1858310/how-many-distinct-ways-are-there-to-2-color-the-8-vertices-of-a-cube,math.stackexchange,95,MSE 1858310 + MAA PDF EXACTLY: color 8 vertices of cube with 2 colors up to rotation = Burnside (2^8+6*2^2+17*2^4)/24 = 552/24 = 23 (stated verbatim). opt[4]=23 verbatim. GOLD.
720,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
721,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
722,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
723,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
724,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
725,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
726,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
727,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
728,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
729,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
730,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
731,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
732,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
733,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-6 bulk NOT_FOUND; distinctive items searched.
734,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
735,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
736,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
737,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
738,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
739,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
740,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
741,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
742,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
743,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
744,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
745,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
746,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
747,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
748,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
749,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
750,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
751,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
752,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
753,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
754,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
755,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
756,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
757,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
758,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
759,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
760,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
761,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
762,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
763,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
764,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
765,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
766,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
767,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
768,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
769,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
770,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
771,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
773,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
774,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
775,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
776,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
777,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
778,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
779,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
780,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
781,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
782,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
783,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
784,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
785,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
786,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
787,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
788,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
789,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
790,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
791,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
792,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
793,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
794,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
795,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
796,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
797,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
798,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
799,FREE,GOLD,8096,https://hmmt-archive.s3.amazonaws.com/tournaments/2025/feb/team/solutions.pdf,hmmt_2025_feb_team,95,"HMMT 2025 Feb Team Round #4 EXACTLY (Jerry, rooks in 2025x2025, no rook attacks 4 others, max rooks). Solutions PDF (fetched/read) states Answer: 8096 (=4n-4 for n=2025). Free-form, stated answer -> GOLD."
800,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
801,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
802,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
803,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
804,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
806,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
807,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
809,FREE,NOT_FOUND,,,,,"ELMOpia n>=4 cities, some pairs connected. ELMO-style olympiad; not matched to a specific stated-answer page. NOT_FOUND."
810,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
811,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
812,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
813,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
814,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
815,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
816,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
817,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
818,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
819,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
820,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
821,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
822,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
823,FREE,NOT_FOUND,,,,,"bao-good positive integer a (exist integers s,l with conditions on proper divisors of divisors of a). Searches returned IMO 2025 P4 (different: three-largest-proper-divisors sequence) and MSE good-number (different). No page with THIS bao-good problem/answer. NOT_FOUND."
824,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
825,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
826,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
827,MCQ,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
828,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
829,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
830,FREE,NOT_FOUND,,,,,Generic textbook drill / computable / near-miss (no findable stated-answer page). Batch-7 bulk NOT_FOUND; distinctive items searched.
